date,payment_type,transactions,quantity,purchase_revenue
2023-09-08,Klarna,176,411,27799.87
2023-09-08,MasterCard,146,329,21380.58
2023-09-08,PayPal,114,293,20313.83
2023-09-08,Visa,387,860,55803.91
2023-09-09,AFTERPAY_PBI,188,421,29094.64
2023-09-09,AMAZON_PAYMENTS,3,5,406.59
2023-09-09,Amex,23,53,3416.09
2023-09-09,Discover,12,33,3075.81
2023-09-09,DW_APPLE_PAY,134,257,18405.41
2023-09-09,FLOW_HOSTED_CHECKOUT,9,18,2049.13
2023-09-09,GIFT_CERTIFICATE,1,3,151.83
2023-09-09,Klarna,166,392,28407.31
2023-09-09,MasterCard,141,295,20681.32
2023-09-09,PayPal,93,239,16580.14
2023-09-09,Visa,361,800,52126.35
2023-09-10,AFTERPAY_PBI,186,421,28969.57
2023-09-10,AMAZON_PAYMENTS,4,11,611.78
2023-09-10,Amex,26,66,5738.36
2023-09-10,Discover,12,26,2152.53
2023-09-10,DW_APPLE_PAY,120,218,15253.89
2023-09-10,FLOW_HOSTED_CHECKOUT,17,29,5680.85
2023-09-10,GIFT_CERTIFICATE,1,1,63.6
2023-09-10,Klarna,159,405,28446.62
2023-09-10,MasterCard,128,292,20864.37
2023-09-10,PayPal,116,323,22428.62
2023-09-10,Visa,427,997,65245.21
2023-09-11,AFTERPAY_PBI,190,419,31601.01
2023-09-11,AMAZON_PAYMENTS,2,5,177.2
2023-09-11,Amex,22,49,4305.03
2023-09-11,Discover,13,41,2238.06
2023-09-11,DW_APPLE_PAY,102,197,13298.75
2023-09-11,FLOW_HOSTED_CHECKOUT,12,21,3664.45
2023-09-11,Klarna,136,381,23660.8
2023-09-11,MasterCard,113,304,18398.97
2023-09-11,PayPal,99,251,16732.51
2023-09-11,Visa,392,898,58140.55
2023-09-12,AFTERPAY_PBI,250,608,40494.4
2023-09-12,AMAZON_PAYMENTS,1,3,85.35
2023-09-12,Amex,20,46,3103.96
2023-09-12,Discover,18,46,3946.65
2023-09-12,DW_APPLE_PAY,150,299,21624.63
2023-09-12,FLOW_HOSTED_CHECKOUT,14,20,4282.85
2023-09-12,GIFT_CERTIFICATE,1,2,105.96
2023-09-12,Klarna,204,470,30388.69
2023-09-12,MasterCard,166,381,24241.66
2023-09-12,PayPal,122,333,21817.78
2023-09-12,Visa,483,1063,72631.4
2023-09-13,AFTERPAY_PBI,263,716,44588.71
2023-09-13,AMAZON_PAYMENTS,4,13,816.03
2023-09-13,Amex,44,94,7349.28
2023-09-13,Discover,24,65,4439.39
2023-09-13,DW_APPLE_PAY,175,395,28259.78
2023-09-13,FLOW_HOSTED_CHECKOUT,13,17,2806.1
2023-09-13,GIFT_CERTIFICATE,4,15,787.9
2023-09-13,Klarna,242,701,44252.74
2023-09-13,MasterCard,214,503,31636.92
2023-09-13,PayPal,147,387,24296.07
2023-09-13,Visa,612,1438,93349.57
2023-09-14,AFTERPAY_PBI,237,557,40337.86
2023-09-14,Amex,23,51,4618.61
2023-09-14,Discover,7,13,1137.45
2023-09-14,DW_APPLE_PAY,148,292,19931.03
2023-09-14,FLOW_HOSTED_CHECKOUT,20,24,4745.63
2023-09-14,GIFT_CERTIFICATE,1,4,138.76
2023-09-14,Klarna,194,508,34825.14
2023-09-14,MasterCard,137,327,21230.83
2023-09-14,PayPal,103,253,16676.02
2023-09-14,Visa,450,1061,71684.47
2023-09-15,AFTERPAY_PBI,273,683,45587.82
2023-09-15,Amex,17,45,3647.8
2023-09-15,Discover,13,39,1973.12
2023-09-15,DW_APPLE_PAY,159,334,21775.23
2023-09-15,FLOW_HOSTED_CHECKOUT,17,31,6565.83
2023-09-15,GIFT_CERTIFICATE,2,11,495.43
2023-09-15,Klarna,220,612,37997.68
2023-09-15,MasterCard,169,423,28148.02
2023-09-15,PayPal,155,473,26633.51
2023-09-15,Visa,521,1258,80033.65
2023-09-16,AFTERPAY_PBI,215,526,37799.24
2023-09-16,Amex,19,64,4111.42
2023-09-16,Discover,14,27,1961.77
2023-09-16,DW_APPLE_PAY,119,211,16372.22
2023-09-16,FLOW_HOSTED_CHECKOUT,20,28,6491.78
2023-09-16,GIFT_CERTIFICATE,4,5,344.81
2023-09-16,Klarna,160,376,26810.71
2023-09-16,MasterCard,131,291,19481.71
2023-09-16,PayPal,98,262,17834.53
2023-09-16,Visa,411,913,58796.05
2023-09-17,AFTERPAY_PBI,236,615,42699.86
2023-09-17,Amex,26,72,5962.39
2023-09-17,Discover,21,55,3227.25
2023-09-17,DW_APPLE_PAY,136,259,19514.66
2023-09-17,FLOW_HOSTED_CHECKOUT,24,41,7750.12
2023-09-17,Klarna,183,504,31617.7
2023-09-17,MasterCard,151,316,20278.31
2023-09-17,PayPal,137,366,25076.87
2023-09-17,Visa,434,958,64544.08
2023-09-18,AFTERPAY_PBI,373,1504,55484.54
2023-09-18,AMAZON_PAYMENTS,5,24,832.73
2023-09-18,Amex,51,242,8147.16
2023-09-18,Discover,36,238,6151.49
2023-09-18,DW_APPLE_PAY,258,897,34426.89
2023-09-18,FLOW_HOSTED_CHECKOUT,25,33,6341.54
2023-09-18,GIFT_CERTIFICATE,6,37,958.82
2023-09-18,Klarna,328,1461,52097.6
2023-09-18,MasterCard,314,1904,50143.2
2023-09-18,PayPal,259,1300,37755.81
2023-09-18,Visa,918,4623,135635.76
2023-09-19,AFTERPAY_PBI,409,1746,60480.58
2023-09-19,AMAZON_PAYMENTS,29,217,4868.61
2023-09-19,Amex,55,284,9048.06
2023-09-19,Discover,29,149,4567.51
2023-09-19,DW_APPLE_PAY,228,874,30200.12
2023-09-19,FLOW_HOSTED_CHECKOUT,18,23,4448.86
2023-09-19,GIFT_CERTIFICATE,2,10,158.19
2023-09-19,Klarna,293,1284,45686.7
2023-09-19,MasterCard,349,1938,54385.48
2023-09-19,PayPal,271,1597,44812.08
2023-09-19,Visa,989,4972,144545.65
2023-09-20,AFTERPAY_PBI,361,1493,56137.44
2023-09-20,AMAZON_PAYMENTS,35,266,6071.46
2023-09-20,Amex,34,154,5591.81
2023-09-20,Discover,31,183,5217.72
2023-09-20,DW_APPLE_PAY,222,697,29173.66
2023-09-20,FLOW_HOSTED_CHECKOUT,10,19,3730.54
2023-09-20,Klarna,301,1239,48271.25
2023-09-20,MasterCard,293,1345,41111.05
2023-09-20,PayPal,268,1545,45697.58
2023-09-20,Visa,908,3973,131775.83
2023-09-21,AFTERPAY_PBI,314,790,49670.57
2023-09-21,AMAZON_PAYMENTS,13,34,1633.09
2023-09-21,Amex,22,91,7714.6
2023-09-21,Discover,8,19,1146.19
2023-09-21,DW_APPLE_PAY,162,330,23980.93
2023-09-21,FLOW_HOSTED_CHECKOUT,15,25,5179.03
2023-09-21,GIFT_CERTIFICATE,2,3,191.12
2023-09-21,Klarna,269,758,47222.76
2023-09-21,MasterCard,159,354,23568.34
2023-09-21,PayPal,129,313,19749.85
2023-09-21,Visa,530,1321,83282.81
2023-09-22,AFTERPAY_PBI,354,1056,67687.92
2023-09-22,AMAZON_PAYMENTS,17,67,3640.47
2023-09-22,Amex,26,79,5570.61
2023-09-22,Discover,12,39,3033.37
2023-09-22,DW_APPLE_PAY,166,370,24613.8
2023-09-22,FLOW_HOSTED_CHECKOUT,26,42,8353.81
2023-09-22,GIFT_CERTIFICATE,1,2,100.6
2023-09-22,Klarna,277,954,56594.16
2023-09-22,MasterCard,160,450,27389.12
2023-09-22,PayPal,143,492,29773.94
2023-09-22,Visa,562,1598,95178.36
2023-09-23,AFTERPAY_PBI,310,807,52692.41
2023-09-23,AMAZON_PAYMENTS,14,45,2963.98
2023-09-23,Amex,15,54,3039.81
2023-09-23,Discover,12,35,2094.22
2023-09-23,DW_APPLE_PAY,140,311,20651.21
2023-09-23,FLOW_HOSTED_CHECKOUT,18,38,5423.97
2023-09-23,GIFT_CERTIFICATE,2,5,227.67
2023-09-23,Klarna,236,655,41397
2023-09-23,MasterCard,144,328,21408.94
2023-09-23,PayPal,121,305,19801.05
2023-09-23,Visa,454,1094,70084.49
2023-09-24,AFTERPAY_PBI,265,657,43979.99
2023-09-24,AMAZON_PAYMENTS,5,11,1018.03
2023-09-24,Amex,22,86,5244.94
2023-09-24,Discover,12,44,3179.38
2023-09-24,DW_APPLE_PAY,153,344,23238.78
2023-09-24,FLOW_HOSTED_CHECKOUT,15,22,3792.79
2023-09-24,GIFT_CERTIFICATE,1,2,122.02
2023-09-24,Klarna,212,566,36275.63
2023-09-24,MasterCard,157,396,25695.03
2023-09-24,PayPal,108,288,18025.91
2023-09-24,Visa,496,1185,71043.38
2023-09-25,AFTERPAY_PBI,252,668,45175.5
2023-09-25,AMAZON_PAYMENTS,15,32,2297.6
2023-09-25,Amex,18,61,3238.08
2023-09-25,Discover,17,48,3052.35
2023-09-25,DW_APPLE_PAY,134,298,18479.33
2023-09-25,FLOW_HOSTED_CHECKOUT,17,23,3920.74
2023-09-25,Klarna,210,595,36984.99
2023-09-25,MasterCard,163,411,27205.85
2023-09-25,PayPal,99,299,17117.66
2023-09-25,Visa,485,1283,78393.5
2023-09-26,AFTERPAY_PBI,359,1402,58120.77
2023-09-26,AMAZON_PAYMENTS,36,178,6156.75
2023-09-26,Amex,48,246,7805.63
2023-09-26,Discover,31,125,5123.3
2023-09-26,DW_APPLE_PAY,184,555,23710.04
2023-09-26,FLOW_HOSTED_CHECKOUT,11,17,3578
2023-09-26,GIFT_CERTIFICATE,5,17,562.41
2023-09-26,Klarna,314,1184,50773.1
2023-09-26,MasterCard,290,1381,45421.37
2023-09-26,PayPal,234,1046,38161.34
2023-09-26,Visa,801,3419,115193.11
2023-09-27,AFTERPAY_PBI,473,1679,74096.09
2023-09-27,AMAZON_PAYMENTS,18,84,2825.42
2023-09-27,Amex,57,324,9236.81
2023-09-27,Discover,24,135,4027.77
2023-09-27,DW_APPLE_PAY,265,918,36405.43
2023-09-27,FLOW_HOSTED_CHECKOUT,12,18,3065.99
2023-09-27,GIFT_CERTIFICATE,4,31,760.5
2023-09-27,Klarna,368,1512,60463.08
2023-09-27,MasterCard,301,1527,48131.5
2023-09-27,PayPal,258,1409,42952.11
2023-09-27,Visa,918,4358,137151.06
2023-09-28,AFTERPAY_PBI,432,1500,67303.09
2023-09-28,AMAZON_PAYMENTS,30,148,4699.07
2023-09-28,Amex,47,226,8747.52
2023-09-28,Discover,26,144,4248.88
2023-09-28,DW_APPLE_PAY,269,758,35009.23
2023-09-28,FLOW_HOSTED_CHECKOUT,14,30,4885.21
2023-09-28,GIFT_CERTIFICATE,2,4,114.16
2023-09-28,Klarna,351,1315,53382.77
2023-09-28,MasterCard,287,1159,44902.23
2023-09-28,PayPal,222,1127,38204.67
2023-09-28,Visa,950,3791,138142.36
2023-09-29,AFTERPAY_PBI,341,945,58727.74
2023-09-29,AMAZON_PAYMENTS,19,44,3051.64
2023-09-29,Amex,25,71,4045.46
2023-09-29,Discover,14,32,2485.74
2023-09-29,DW_APPLE_PAY,176,407,25637.8
2023-09-29,FLOW_HOSTED_CHECKOUT,17,28,5135.97
2023-09-29,Klarna,284,846,49490.47
2023-09-29,MasterCard,204,636,37644.31
2023-09-29,PayPal,109,282,17580.18
2023-09-29,Visa,639,1608,98007.44
2023-09-30,AFTERPAY_PBI,331,895,53974.93
2023-09-30,AMAZON_PAYMENTS,13,30,2128.78
2023-09-30,Amex,24,88,5065.36
2023-09-30,Discover,13,39,2491.18
2023-09-30,DW_APPLE_PAY,156,368,22928.87
2023-09-30,FLOW_HOSTED_CHECKOUT,18,30,5058.56
2023-09-30,Klarna,250,668,41787.27
2023-09-30,MasterCard,154,382,23380.69
2023-09-30,PayPal,132,386,24460.06
2023-09-30,Visa,558,1347,85379.83
2023-10-01,AFTERPAY_PBI,291,753,47233.19
2023-10-01,AMAZON_PAYMENTS,16,48,2603.42
2023-10-01,Amex,29,95,6711.51
2023-10-01,Discover,12,25,2271.55
2023-10-01,DW_APPLE_PAY,166,322,21182.93
2023-10-01,FLOW_HOSTED_CHECKOUT,21,29,5968.42
2023-10-01,GIFT_CERTIFICATE,4,9,654.78
2023-10-01,Klarna,251,691,43972.07
2023-10-01,MasterCard,165,409,27046.11
2023-10-01,PayPal,103,269,16130.21
2023-10-01,Visa,494,1097,68593.43
2023-10-02,AFTERPAY_PBI,294,721,46204.59
2023-10-02,AMAZON_PAYMENTS,12,32,2045.01
2023-10-02,Amex,22,68,5773.31
2023-10-02,Discover,16,46,2495.52
2023-10-02,DW_APPLE_PAY,147,299,19735.34
2023-10-02,FLOW_HOSTED_CHECKOUT,16,20,4009.78
2023-10-02,Klarna,199,540,33919.38
2023-10-02,MasterCard,167,388,26023.67
2023-10-02,PayPal,129,376,23416.46
2023-10-02,Visa,458,1018,66312.04
2023-10-03,AFTERPAY_PBI,253,694,41321.68
2023-10-03,AMAZON_PAYMENTS,14,48,2136.17
2023-10-03,Amex,17,49,3482.96
2023-10-03,Discover,17,73,3099.43
2023-10-03,DW_APPLE_PAY,151,328,20723.99
2023-10-03,FLOW_HOSTED_CHECKOUT,18,26,4257.2
2023-10-03,GIFT_CERTIFICATE,1,4,254.52
2023-10-03,Klarna,238,654,38761.66
2023-10-03,MasterCard,171,428,23250.44
2023-10-03,PayPal,128,389,21346.36
2023-10-03,Visa,563,1643,83959.23
2023-10-04,AFTERPAY_PBI,329,910,54965.85
2023-10-04,AMAZON_PAYMENTS,17,60,3034.77
2023-10-04,Amex,25,59,4719.81
2023-10-04,Discover,18,50,2781.31
2023-10-04,DW_APPLE_PAY,184,371,23818.96
2023-10-04,FLOW_HOSTED_CHECKOUT,12,15,2224.63
2023-10-04,Klarna,283,777,46306.36
2023-10-04,MasterCard,200,615,32775.38
2023-10-04,PayPal,135,441,22950.69
2023-10-04,Visa,627,1910,93507.33
2023-10-05,AFTERPAY_PBI,343,884,60045.93
2023-10-05,AMAZON_PAYMENTS,17,87,4486.47
2023-10-05,Amex,16,46,2678.04
2023-10-05,Discover,18,51,3500.55
2023-10-05,DW_APPLE_PAY,198,430,30575.72
2023-10-05,FLOW_HOSTED_CHECKOUT,16,31,6177.07
2023-10-05,Klarna,266,775,50028.99
2023-10-05,MasterCard,221,591,36959.12
2023-10-05,PayPal,147,435,29706.85
2023-10-05,Visa,574,1657,100610.44
2023-10-06,AFTERPAY_PBI,296,712,52047.77
2023-10-06,AMAZON_PAYMENTS,11,37,2097.93
2023-10-06,Amex,18,40,3441.68
2023-10-06,Discover,17,47,3227.13
2023-10-06,DW_APPLE_PAY,114,188,15673.27
2023-10-06,FLOW_HOSTED_CHECKOUT,16,32,5804.22
2023-10-06,GIFT_CERTIFICATE,2,8,458.28
2023-10-06,Klarna,230,525,41822.61
2023-10-06,MasterCard,146,338,23189.62
2023-10-06,PayPal,110,259,17775.93
2023-10-06,Visa,456,931,67230.42
2023-10-07,AFTERPAY_PBI,229,514,39600.04
2023-10-07,AMAZON_PAYMENTS,14,33,2589.51
2023-10-07,Amex,17,48,4551.13
2023-10-07,Discover,7,16,1037.28
2023-10-07,DW_APPLE_PAY,117,244,18176.58
2023-10-07,FLOW_HOSTED_CHECKOUT,5,6,1252.16
2023-10-07,Klarna,198,464,33878.61
2023-10-07,MasterCard,130,303,20314.99
2023-10-07,PayPal,107,247,17253.71
2023-10-07,Visa,393,794,59761.92
2023-10-08,AFTERPAY_PBI,229,499,35989.41
2023-10-08,AMAZON_PAYMENTS,12,21,1832.13
2023-10-08,Amex,31,90,6651.61
2023-10-08,Discover,7,14,1196.05
2023-10-08,DW_APPLE_PAY,116,233,17656.95
2023-10-08,FLOW_HOSTED_CHECKOUT,16,27,4021.99
2023-10-08,GIFT_CERTIFICATE,1,4,169.98
2023-10-08,Klarna,212,513,35947.9
2023-10-08,MasterCard,138,352,24155.19
2023-10-08,PayPal,124,290,21340.68
2023-10-08,Visa,409,834,58441.48
2023-10-09,AFTERPAY_PBI,230,525,38622.01
2023-10-09,AMAZON_PAYMENTS,14,39,3173.52
2023-10-09,Amex,18,70,4183.47
2023-10-09,Discover,10,27,2204.09
2023-10-09,DW_APPLE_PAY,133,263,20859.49
2023-10-09,FLOW_HOSTED_CHECKOUT,10,17,3571.01
2023-10-09,GIFT_CERTIFICATE,3,5,681.69
2023-10-09,Klarna,185,452,32139.58
2023-10-09,MasterCard,140,323,24296.58
2023-10-09,PayPal,97,221,16358.97
2023-10-09,Visa,403,815,63186
2023-10-10,AFTERPAY_PBI,219,526,40023.94
2023-10-10,AMAZON_PAYMENTS,11,19,1952.86
2023-10-10,Amex,23,74,5400.67
2023-10-10,Discover,5,17,1204.33
2023-10-10,DW_APPLE_PAY,128,240,17714.74
2023-10-10,FLOW_HOSTED_CHECKOUT,15,26,5619.64
2023-10-10,GIFT_CERTIFICATE,1,1,134.2
2023-10-10,Klarna,176,414,31684.77
2023-10-10,MasterCard,152,384,25769.47
2023-10-10,PayPal,91,230,17089.74
2023-10-10,Visa,429,1013,75484.03
2023-10-11,AFTERPAY_PBI,299,814,57081.06
2023-10-11,AMAZON_PAYMENTS,15,49,3723.81
2023-10-11,Amex,26,103,6879.68
2023-10-11,Discover,15,43,3160.9
2023-10-11,DW_APPLE_PAY,173,402,29307.1
2023-10-11,FLOW_HOSTED_CHECKOUT,10,17,3773.11
2023-10-11,GIFT_CERTIFICATE,1,2,94.67
2023-10-11,Klarna,232,569,41362.52
2023-10-11,MasterCard,188,458,31498.91
2023-10-11,PayPal,141,415,26755.95
2023-10-11,Visa,574,1430,97133.15
2023-10-12,AFTERPAY_PBI,347,968,64308.97
2023-10-12,AMAZON_PAYMENTS,14,55,4550.71
2023-10-12,Amex,26,75,6228.41
2023-10-12,Discover,15,45,3071.95
2023-10-12,DW_APPLE_PAY,179,384,28008.76
2023-10-12,FLOW_HOSTED_CHECKOUT,17,32,6041.75
2023-10-12,Klarna,248,709,44745.19
2023-10-12,MasterCard,185,601,36550.86
2023-10-12,PayPal,119,363,23893.93
2023-10-12,Visa,584,1436,95922.36
2023-10-13,AFTERPAY_PBI,360,919,61706.86
2023-10-13,AMAZON_PAYMENTS,19,64,4054.41
2023-10-13,Amex,24,77,5487.58
2023-10-13,Discover,24,76,4523.68
2023-10-13,DW_APPLE_PAY,203,456,31748.82
2023-10-13,FLOW_HOSTED_CHECKOUT,21,32,5881.01
2023-10-13,GIFT_CERTIFICATE,1,4,177.72
2023-10-13,Klarna,288,826,52286.57
2023-10-13,MasterCard,196,500,34357.85
2023-10-13,PayPal,129,344,24727.98
2023-10-13,Visa,622,1514,98018.49
2023-10-14,AFTERPAY_PBI,298,836,56933.68
2023-10-14,AMAZON_PAYMENTS,23,72,4466.16
2023-10-14,Amex,32,102,5849.09
2023-10-14,Discover,16,53,3145.92
2023-10-14,DW_APPLE_PAY,166,360,23667.1
2023-10-14,FLOW_HOSTED_CHECKOUT,21,32,5039.65
2023-10-14,GIFT_CERTIFICATE,3,7,428.73
2023-10-14,Klarna,255,676,47108.38
2023-10-14,MasterCard,196,502,31869.09
2023-10-14,PayPal,125,353,24087.92
2023-10-14,Visa,580,1397,89359.14
2023-10-15,AFTERPAY_PBI,318,857,58362.39
2023-10-15,AMAZON_PAYMENTS,14,52,2580.97
2023-10-15,Amex,44,181,10281.04
2023-10-15,Discover,12,32,2663.97
2023-10-15,DW_APPLE_PAY,186,432,29269.13
2023-10-15,FLOW_HOSTED_CHECKOUT,17,31,6576.1
2023-10-15,GIFT_CERTIFICATE,2,4,345.19
2023-10-15,Klarna,240,659,42630.93
2023-10-15,MasterCard,197,485,32890.52
2023-10-15,PayPal,125,371,22808.79
2023-10-15,Visa,551,1438,88947.94
2023-10-16,AFTERPAY_PBI,303,789,53665.16
2023-10-16,AMAZON_PAYMENTS,16,62,3437.01
2023-10-16,Amex,44,189,11539.77
2023-10-16,Discover,14,35,2402.92
2023-10-16,DW_APPLE_PAY,173,387,27135.88
2023-10-16,FLOW_HOSTED_CHECKOUT,19,31,6181.25
2023-10-16,GIFT_CERTIFICATE,6,15,1662.35
2023-10-16,Klarna,255,670,43660.53
2023-10-16,MasterCard,194,557,35155.75
2023-10-16,PayPal,137,427,27064.39
2023-10-16,Visa,536,1414,92348.69
2023-10-17,AFTERPAY_PBI,335,919,59360.43
2023-10-17,AMAZON_PAYMENTS,14,36,2338.77
2023-10-17,Amex,35,104,7248.52
2023-10-17,Discover,14,51,3232.47
2023-10-17,DW_APPLE_PAY,180,430,28297.75
2023-10-17,FLOW_HOSTED_CHECKOUT,14,23,4062.15
2023-10-17,GIFT_CERTIFICATE,1,1,59.98
2023-10-17,Klarna,258,720,49264.8
2023-10-17,MasterCard,201,539,35418.19
2023-10-17,PayPal,153,451,27428.66
2023-10-17,Visa,608,1530,100015.24
2023-10-18,AFTERPAY_PBI,383,1027,67785.63
2023-10-18,AMAZON_PAYMENTS,14,40,2576.93
2023-10-18,Amex,49,155,10570.52
2023-10-18,Discover,18,37,2943.66
2023-10-18,DW_APPLE_PAY,223,499,35478.33
2023-10-18,FLOW_HOSTED_CHECKOUT,15,25,5119.63
2023-10-18,GIFT_CERTIFICATE,6,23,1069.66
2023-10-18,Klarna,310,861,57293.51
2023-10-18,MasterCard,242,607,42727.12
2023-10-18,PayPal,141,403,26274.5
2023-10-18,Visa,684,1780,116882.47
2023-10-19,AFTERPAY_PBI,365,1011,63732.64
2023-10-19,AMAZON_PAYMENTS,10,24,1817.26
2023-10-19,Amex,28,89,7823.76
2023-10-19,Discover,21,40,2640.29
2023-10-19,DW_APPLE_PAY,226,446,30725.04
2023-10-19,FLOW_HOSTED_CHECKOUT,15,25,4217.14
2023-10-19,GIFT_CERTIFICATE,3,4,202.46
2023-10-19,Klarna,305,837,53022.21
2023-10-19,MasterCard,215,524,32787.97
2023-10-19,PayPal,144,409,24027.97
2023-10-19,Visa,660,1625,100664.46
2023-10-20,AFTERPAY_PBI,418,1135,68966.01
2023-10-20,AMAZON_PAYMENTS,16,55,3118.42
2023-10-20,Amex,19,61,4074.8
2023-10-20,Discover,22,76,4029.72
2023-10-20,DW_APPLE_PAY,200,412,27348.76
2023-10-20,FLOW_HOSTED_CHECKOUT,13,22,4119.85
2023-10-20,GIFT_CERTIFICATE,4,11,517.32
2023-10-20,Klarna,292,838,51426.97
2023-10-20,MasterCard,214,614,33562.31
2023-10-20,PayPal,168,482,29543.31
2023-10-20,Visa,711,1851,106281.8
2023-10-21,AFTERPAY_PBI,356,933,58245.71
2023-10-21,AMAZON_PAYMENTS,10,21,1149.8
2023-10-21,Amex,26,80,5464.89
2023-10-21,Discover,15,48,2808.66
2023-10-21,DW_APPLE_PAY,205,403,28338.6
2023-10-21,FLOW_HOSTED_CHECKOUT,13,25,4639.46
2023-10-21,GIFT_CERTIFICATE,3,5,620.56
2023-10-21,Klarna,257,674,41851.14
2023-10-21,MasterCard,201,557,33031.39
2023-10-21,PayPal,150,407,25300.79
2023-10-21,Visa,581,1363,83771.08
2023-10-22,AFTERPAY_PBI,304,681,50032.04
2023-10-22,AMAZON_PAYMENTS,16,31,2218.07
2023-10-22,Amex,27,59,4375.63
2023-10-22,Discover,20,61,4294.62
2023-10-22,DW_APPLE_PAY,159,281,21542.47
2023-10-22,FLOW_HOSTED_CHECKOUT,22,36,6140.84
2023-10-22,GIFT_CERTIFICATE,3,12,548.34
2023-10-22,Klarna,197,478,33660.74
2023-10-22,MasterCard,174,425,28230.22
2023-10-22,PayPal,144,331,25138.68
2023-10-22,Visa,483,1058,70227.98
2023-10-23,AFTERPAY_PBI,278,717,51649.49
2023-10-23,AMAZON_PAYMENTS,14,77,4398.26
2023-10-23,Amex,31,96,6370.53
2023-10-23,Discover,12,23,2569.33
2023-10-23,DW_APPLE_PAY,149,315,21580.09
2023-10-23,FLOW_HOSTED_CHECKOUT,20,33,5513.15
2023-10-23,GIFT_CERTIFICATE,2,6,411.26
2023-10-23,Klarna,211,488,36984.67
2023-10-23,MasterCard,139,325,22465.4
2023-10-23,PayPal,134,310,20844.14
2023-10-23,Visa,438,1152,75525.7
2023-10-24,AFTERPAY_PBI,281,680,48053.76
2023-10-24,AMAZON_PAYMENTS,16,51,3548.03
2023-10-24,Amex,19,83,4876.88
2023-10-24,Discover,14,56,2951.11
2023-10-24,DW_APPLE_PAY,135,297,20561.97
2023-10-24,FLOW_HOSTED_CHECKOUT,20,39,6869.88
2023-10-24,GIFT_CERTIFICATE,2,5,424.62
2023-10-24,Klarna,203,529,34010.02
2023-10-24,MasterCard,184,539,29616.1
2023-10-24,PayPal,121,407,22233.66
2023-10-24,Visa,528,1467,92723.61
2023-10-25,AFTERPAY_PBI,380,929,63611.12
2023-10-25,AMAZON_PAYMENTS,19,44,3683.49
2023-10-25,Amex,18,59,3640.62
2023-10-25,Discover,17,54,3553.87
2023-10-25,DW_APPLE_PAY,208,423,30689.8
2023-10-25,FLOW_HOSTED_CHECKOUT,32,60,11096.61
2023-10-25,GIFT_CERTIFICATE,5,13,947.7
2023-10-25,Klarna,321,801,55559.71
2023-10-25,MasterCard,209,514,33658.21
2023-10-25,PayPal,180,593,38301.18
2023-10-25,Visa,742,1756,113411.55
2023-10-26,AFTERPAY_PBI,362,877,59513.78
2023-10-26,AMAZON_PAYMENTS,21,47,3450.89
2023-10-26,Amex,16,42,2301.3
2023-10-26,Discover,21,54,3462.68
2023-10-26,DW_APPLE_PAY,187,339,24988.66
2023-10-26,FLOW_HOSTED_CHECKOUT,17,23,3730.01
2023-10-26,Klarna,265,698,45548.87
2023-10-26,MasterCard,203,551,33703.02
2023-10-26,PayPal,145,411,27193.62
2023-10-26,Visa,729,1829,112008.38
2023-10-27,AFTERPAY_PBI,379,933,63760.48
2023-10-27,AMAZON_PAYMENTS,19,41,3063.86
2023-10-27,Amex,37,124,8258.55
2023-10-27,Discover,31,103,5630.42
2023-10-27,DW_APPLE_PAY,212,432,29640.12
2023-10-27,FLOW_HOSTED_CHECKOUT,16,19,3665.72
2023-10-27,GIFT_CERTIFICATE,2,4,234.77
2023-10-27,Klarna,294,797,49163.41
2023-10-27,MasterCard,262,630,39848.71
2023-10-27,PayPal,185,583,34042.24
2023-10-27,Visa,792,1935,124519.78
2023-10-28,AFTERPAY_PBI,218,518,38478.1
2023-10-28,AMAZON_PAYMENTS,10,29,1880.31
2023-10-28,Amex,14,32,2190.71
2023-10-28,Discover,15,30,2758.34
2023-10-28,DW_APPLE_PAY,120,222,17140.7
2023-10-28,FLOW_HOSTED_CHECKOUT,21,46,8245.74
2023-10-28,GIFT_CERTIFICATE,1,3,184.1
2023-10-28,Klarna,180,463,32445.01
2023-10-28,MasterCard,126,315,20176.18
2023-10-28,PayPal,74,203,12870.9
2023-10-28,Visa,411,1038,65226.65
2023-10-29,AFTERPAY_PBI,261,634,46928.87
2023-10-29,AMAZON_PAYMENTS,3,6,410.17
2023-10-29,Amex,21,78,4560.2
2023-10-29,Discover,13,23,2178.53
2023-10-29,DW_APPLE_PAY,165,311,24029.31
2023-10-29,FLOW_HOSTED_CHECKOUT,18,26,5581.8
2023-10-29,GIFT_CERTIFICATE,2,3,194.67
2023-10-29,Klarna,174,426,30065.53
2023-10-29,MasterCard,149,403,26796.77
2023-10-29,PayPal,101,252,17957.23
2023-10-29,Visa,446,1046,65401.53
2023-10-30,AFTERPAY_PBI,341,769,58391.93
2023-10-30,AMAZON_PAYMENTS,15,50,3416.68
2023-10-30,Amex,43,140,9483
2023-10-30,Discover,14,33,2171.49
2023-10-30,DW_APPLE_PAY,156,289,21801.58
2023-10-30,FLOW_HOSTED_CHECKOUT,12,19,3836.82
2023-10-30,GIFT_CERTIFICATE,4,14,772.07
2023-10-30,Klarna,267,650,48174.08
2023-10-30,MasterCard,177,483,28884.36
2023-10-30,PayPal,137,368,25253.56
2023-10-30,Visa,507,1223,80836.84
2023-10-31,(not set),1,3,316.78
2023-10-31,AFTERPAY_PBI,259,584,45842.27
