date,channel,sale_amt_forecast
2025-02-03,Paid Social,27077.76
2025-02-03,Direct,70071.2
2025-02-03,Organic Search,18795.15
2025-02-03,Referral,1274.25
2025-02-03,Social,2229.93
2025-02-03,Payment Redirects,1592.81
2025-02-03,Unassigned,5415.55
2025-02-04,Email,42182.6
2025-02-04,SMS,35692.97
2025-02-04,Push,9734.45
2025-02-04,Paid Search,77875.57
2025-02-04,Affiliates,30176.78
2025-02-04,Display,12.65
2025-02-04,Paid Social,27580.93
2025-02-04,Direct,71373.3
2025-02-04,Organic Search,19144.41
2025-02-04,Referral,1297.93
2025-02-04,Social,2271.37
2025-02-04,Payment Redirects,1622.41
2025-02-04,Unassigned,5516.19
2025-02-05,Email,46121.69
2025-02-05,SMS,39026.05
2025-02-05,Push,10643.47
2025-02-05,Paid Search,85147.75
2025-02-05,Affiliates,32994.75
2025-02-05,Display,13.83
2025-02-05,Paid Social,30156.5
2025-02-05,Direct,78038.29
2025-02-05,Organic Search,20932.16
2025-02-05,Referral,1419.13
2025-02-05,Social,2483.48
2025-02-05,Payment Redirects,1773.91
2025-02-05,Unassigned,6031.3
2025-02-06,Email,40703.65
2025-02-06,SMS,34441.55
2025-02-06,Push,9393.15
2025-02-06,Paid Search,75145.2
2025-02-06,Affiliates,29118.77
2025-02-06,Display,12.2
2025-02-06,Paid Social,26613.93
2025-02-06,Direct,68870.91
2025-02-06,Organic Search,18473.2
2025-02-06,Referral,1252.42
2025-02-06,Social,2191.74
2025-02-06,Payment Redirects,1565.53
2025-02-06,Unassigned,5322.79
2025-02-07,Email,39308.52
2025-02-07,SMS,33261.06
2025-02-07,Push,9071.2
2025-02-07,Paid Search,72569.59
2025-02-07,Affiliates,28120.72
2025-02-07,Display,11.78
2025-02-07,Paid Social,25701.73
2025-02-07,Direct,66510.35
2025-02-07,Organic Search,17840.03
2025-02-07,Referral,1209.49
2025-02-07,Social,2116.61
2025-02-07,Payment Redirects,1511.87
2025-02-07,Unassigned,5140.35
2025-02-08,Email,37298.26
2025-02-08,SMS,31560.07
2025-02-08,Push,8607.29
2025-02-08,Paid Search,68858.33
2025-02-08,Affiliates,26682.6
2025-02-08,Display,11.18
2025-02-08,Paid Social,24387.33
2025-02-08,Direct,63108.96
2025-02-08,Organic Search,16927.67
2025-02-08,Referral,1147.64
2025-02-08,Social,2008.37
2025-02-08,Payment Redirects,1434.55
2025-02-08,Unassigned,4877.47
2025-02-09,Email,38722.78
2025-02-09,SMS,31811.21
2025-02-09,Push,10190.2
2025-02-09,Paid Search,69875.69
2025-02-09,Affiliates,24165.34
2025-02-09,Display,11.35
2025-02-09,Paid Social,26203.38
2025-02-09,Direct,66381.9
2025-02-09,Organic Search,14557.44
2025-02-09,Referral,494.95
2025-02-09,Social,2329.19
2025-02-09,Payment Redirects,1746.89
2025-02-09,Unassigned,4658.38
2025-02-10,Email,34877.92
2025-02-10,SMS,28652.61
2025-02-10,Push,9178.4
2025-02-10,Paid Search,62937.6
2025-02-10,Affiliates,21765.92
2025-02-10,Display,10.22
2025-02-10,Paid Social,23601.6
2025-02-10,Direct,59790.72
2025-02-10,Organic Search,13112
2025-02-10,Referral,445.81
2025-02-10,Social,2097.92
2025-02-10,Payment Redirects,1573.44
2025-02-10,Unassigned,4195.84
2025-02-11,Email,37329.42
2025-02-11,SMS,30666.54
2025-02-11,Push,9823.53
2025-02-11,Paid Search,67361.35
2025-02-11,Affiliates,23295.8
2025-02-11,Display,10.94
2025-02-11,Paid Social,25260.51
2025-02-11,Direct,63993.29
2025-02-11,Organic Search,14033.62
2025-02-11,Referral,477.14
2025-02-11,Social,2245.38
2025-02-11,Payment Redirects,1684.03
2025-02-11,Unassigned,4490.76
2025-02-12,Email,60467.89
2025-02-12,SMS,49675.07
2025-02-12,Push,15912.6
2025-02-12,Paid Search,109115
2025-02-12,Affiliates,37735.6
2025-02-12,Display,17.72
2025-02-12,Paid Social,40918.12
2025-02-12,Direct,103659.25
2025-02-12,Organic Search,22732.29
2025-02-12,Referral,772.9
2025-02-12,Social,3637.17
2025-02-12,Payment Redirects,2727.88
2025-02-12,Unassigned,7274.33
2025-02-13,Email,60781.05
2025-02-13,SMS,49932.33
2025-02-13,Push,15995.01
2025-02-13,Paid Search,109680.09
2025-02-13,Affiliates,37931.03
2025-02-13,Display,17.81
2025-02-13,Paid Social,41130.03
2025-02-13,Direct,104196.09
2025-02-13,Organic Search,22850.02
2025-02-13,Referral,776.9
2025-02-13,Social,3656
2025-02-13,Payment Redirects,2742
2025-02-13,Unassigned,7312.01
2025-02-14,Email,62892.26
2025-02-14,SMS,51666.72
2025-02-14,Push,16550.6
2025-02-14,Paid Search,113489.8
2025-02-14,Affiliates,39248.56
2025-02-14,Display,18.43
2025-02-14,Paid Social,42558.67
2025-02-14,Direct,107815.31
2025-02-14,Organic Search,23643.71
2025-02-14,Referral,803.89
2025-02-14,Social,3782.99
2025-02-14,Payment Redirects,2837.25
2025-02-14,Unassigned,7565.99
2025-02-15,Email,63931.59
2025-02-15,SMS,52520.53
2025-02-15,Push,16824.1
2025-02-15,Paid Search,115365.27
2025-02-15,Affiliates,39897.16
2025-02-15,Display,18.73
2025-02-15,Paid Social,43261.98
2025-02-15,Direct,109597.01
2025-02-15,Organic Search,24034.43
2025-02-15,Referral,817.17
2025-02-15,Social,3845.51
2025-02-15,Payment Redirects,2884.13
2025-02-15,Unassigned,7691.02
2025-02-16,Email,67682
2025-02-16,SMS,57635.44
2025-02-16,Push,15862.97
2025-02-16,Paid Search,132720.17
2025-02-16,Affiliates,44416.31
2025-02-16,Display,20.61
2025-02-16,Paid Social,41772.48
2025-02-16,Direct,123393.3
2025-02-16,Organic Search,30139.64
2025-02-16,Referral,846.03
2025-02-16,Social,4230.13
2025-02-16,Payment Redirects,2643.83
2025-02-16,Unassigned,7402.72
2025-02-17,Email,72134.94
2025-02-17,SMS,61427.4
2025-02-17,Push,16906.63
2025-02-17,Paid Search,141452.11
2025-02-17,Affiliates,47338.56
2025-02-17,Display,21.96
2025-02-17,Paid Social,44520.79
2025-02-17,Direct,131511.61
2025-02-17,Organic Search,32122.59
2025-02-17,Referral,901.69
2025-02-17,Social,4508.43
2025-02-17,Payment Redirects,2817.77
2025-02-17,Unassigned,7889.76
2025-02-18,Email,55168.4
2025-02-18,SMS,46979.34
2025-02-18,Push,12930.09
2025-02-18,Paid Search,108181.79
2025-02-18,Affiliates,36204.26
2025-02-18,Display,16.8
2025-02-18,Paid Social,34049.25
2025-02-18,Direct,100579.35
2025-02-18,Organic Search,24567.18
2025-02-18,Referral,689.61
2025-02-18,Social,3448.03
2025-02-18,Payment Redirects,2155.02
2025-02-18,Unassigned,6034.04
2025-02-19,Email,60182.83
2025-02-19,SMS,51249.43
2025-02-19,Push,14105.35
2025-02-19,Paid Search,118014.77
2025-02-19,Affiliates,39494.98
2025-02-19,Display,18.32
2025-02-19,Paid Social,37144.09
2025-02-19,Direct,109721.32
2025-02-19,Organic Search,26800.17
2025-02-19,Referral,752.29
2025-02-19,Social,3761.43
2025-02-19,Payment Redirects,2350.89
2025-02-19,Unassigned,6582.5
2025-02-20,Email,54244.4
2025-02-20,SMS,46192.49
2025-02-20,Push,12713.53
2025-02-20,Paid Search,106369.88
2025-02-20,Affiliates,35597.89
2025-02-20,Display,16.52
2025-02-20,Paid Social,33478.97
2025-02-20,Direct,98894.77
2025-02-20,Organic Search,24155.71
2025-02-20,Referral,678.06
2025-02-20,Social,3390.28
2025-02-20,Payment Redirects,2118.92
2025-02-20,Unassigned,5932.98
2025-02-21,Email,51854.39
2025-02-21,SMS,44157.25
2025-02-21,Push,12153.37
2025-02-21,Paid Search,101683.23
2025-02-21,Affiliates,34029.45
2025-02-21,Display,15.79
2025-02-21,Paid Social,32003.88
2025-02-21,Direct,94537.47
2025-02-21,Organic Search,23091.41
2025-02-21,Referral,648.18
2025-02-21,Social,3240.9
2025-02-21,Payment Redirects,2025.56
2025-02-21,Unassigned,5671.57
2025-02-22,Email,46612.4
2025-02-22,SMS,39693.37
2025-02-22,Push,10924.78
2025-02-22,Paid Search,91404.01
2025-02-22,Affiliates,30589.39
2025-02-22,Display,14.19
2025-02-22,Paid Social,28768.59
2025-02-22,Direct,84980.62
2025-02-22,Organic Search,20757.09
2025-02-22,Referral,582.66
2025-02-22,Social,2913.28
2025-02-22,Payment Redirects,1820.8
2025-02-22,Unassigned,5098.23
2025-02-23,Email,51040.55
2025-02-23,SMS,45238.13
2025-02-23,Push,10308.53
2025-02-23,Paid Search,94369.95
2025-02-23,Affiliates,32463.51
2025-02-23,Display,15.36
2025-02-23,Paid Social,35117.79
2025-02-23,Direct,90901.35
2025-02-23,Organic Search,20884.81
2025-02-23,Referral,709.3
2025-02-23,Social,3546.48
2025-02-23,Payment Redirects,2758.37
2025-02-23,Unassigned,6698.9
2025-02-24,Email,79211.1
2025-02-24,SMS,70206.17
2025-02-24,Push,15998.06
2025-02-24,Paid Search,146455.06
2025-02-24,Affiliates,50380.93
2025-02-24,Display,23.83
2025-02-24,Paid Social,54500.16
2025-02-24,Direct,141072.05
2025-02-24,Organic Search,32411.65
2025-02-24,Referral,1100.77
2025-02-24,Social,5503.87
2025-02-24,Payment Redirects,4280.78
2025-02-24,Unassigned,10396.19
2025-02-25,Email,84366.95
2025-02-25,SMS,74775.89
2025-02-25,Push,17039.37
2025-02-25,Paid Search,155987.83
2025-02-25,Affiliates,53660.23
2025-02-25,Display,25.38
2025-02-25,Paid Social,58047.58
2025-02-25,Direct,150254.44
2025-02-25,Organic Search,34521.33
2025-02-25,Referral,1172.42
2025-02-25,Social,5862.11
2025-02-25,Payment Redirects,4559.42
2025-02-25,Unassigned,11072.88
2025-02-26,Email,88400.71
2025-02-26,SMS,78351.08
2025-02-26,Push,17854.06
2025-02-26,Paid Search,163445.93
2025-02-26,Affiliates,56225.83
2025-02-26,Display,26.6
2025-02-26,Paid Social,60822.96
2025-02-26,Direct,157438.41
2025-02-26,Organic Search,36171.87
2025-02-26,Referral,1228.48
2025-02-26,Social,6142.39
2025-02-26,Payment Redirects,4777.42
2025-02-26,Unassigned,11602.3
2025-02-27,Email,50802.95
2025-02-27,SMS,45027.53
2025-02-27,Push,10260.54
2025-02-27,Paid Search,93930.64
2025-02-27,Affiliates,32312.39
2025-02-27,Display,15.29
2025-02-27,Paid Social,34954.31
2025-02-27,Direct,90478.18
2025-02-27,Organic Search,20787.59
2025-02-27,Referral,705.99
2025-02-27,Social,3529.97
2025-02-27,Payment Redirects,2745.53
2025-02-27,Unassigned,6667.72
2025-02-28,Email,50231.16
2025-02-28,SMS,44520.75
2025-02-28,Push,10145.06
2025-02-28,Paid Search,92873.45
2025-02-28,Affiliates,31948.71
2025-02-28,Display,15.11
2025-02-28,Paid Social,34560.9
2025-02-28,Direct,89459.85
2025-02-28,Organic Search,20553.62
2025-02-28,Referral,698.05
2025-02-28,Social,3490.24
2025-02-28,Payment Redirects,2714.63
2025-02-28,Unassigned,6592.67
2025-03-01,Email,50718.61
2025-03-01,SMS,44952.78
2025-03-01,Push,10243.5
2025-03-01,Paid Search,93774.7
2025-03-01,Affiliates,32258.75
2025-03-01,Display,15.26
2025-03-01,Paid Social,34896.28
2025-03-01,Direct,90327.97
2025-03-01,Organic Search,20753.08
2025-03-01,Referral,704.82
2025-03-01,Social,3524.11
2025-03-01,Payment Redirects,2740.97
2025-03-01,Unassigned,6656.65
2025-03-02,Email,39254.26
2025-03-02,SMS,31835
2025-03-02,Push,15730.23
2025-03-02,Paid Search,101122.93
2025-03-02,Affiliates,36703.88
2025-03-02,Display,71.32
2025-03-02,Paid Social,29213.29
2025-03-02,Direct,86141.75
2025-03-02,Organic Search,22846.29
2025-03-02,Referral,1123.59
2025-03-02,Social,3370.76
2025-03-02,Payment Redirects,0
2025-03-02,Unassigned,7116.06
2025-03-03,Email,35841.6
2025-03-03,SMS,29067.35
2025-03-03,Push,14362.69
2025-03-03,Paid Search,92331.57
2025-03-03,Affiliates,33512.94
2025-03-03,Display,65.12
2025-03-03,Paid Social,26673.56
2025-03-03,Direct,78652.82
2025-03-03,Organic Search,20860.1
2025-03-03,Referral,1025.91
2025-03-03,Social,3077.72
2025-03-03,Payment Redirects,0
2025-03-03,Unassigned,6497.41
2025-03-04,Email,38467.97
2025-03-04,SMS,23953.34
2025-03-04,Push,13812.24
2025-03-04,Paid Search,88792.96
2025-03-04,Affiliates,32228.56
2025-03-04,Display,62.62
2025-03-04,Paid Social,25651.3
2025-03-04,Direct,75638.45
2025-03-04,Organic Search,20060.63
2025-03-04,Referral,986.59
2025-03-04,Social,2959.77
2025-03-04,Payment Redirects,0
2025-03-04,Unassigned,6248.39
2025-03-05,Email,53226.82
2025-03-05,SMS,48111.69
2025-03-05,Push,19325.78
2025-03-05,Paid Search,116237.15
2025-03-05,Affiliates,45093.48
2025-03-05,Display,87.62
2025-03-05,Paid Social,32890.73
2025-03-05,Direct,103831.65
2025-03-05,Organic Search,27068.39
2025-03-05,Referral,1380.41
2025-03-05,Social,4141.24
2025-03-05,Payment Redirects,0
2025-03-05,Unassigned,8742.61
2025-03-06,Email,59209.52
2025-03-06,SMS,43152.64
2025-03-06,Push,21322.48
2025-03-06,Paid Search,129073.08
2025-03-06,Affiliates,49752.45
2025-03-06,Display,96.67
2025-03-06,Paid Social,37598.89
2025-03-06,Direct,119765.96
2025-03-06,Organic Search,31968.36
2025-03-06,Referral,1523.03
2025-03-06,Social,4569.1
2025-03-06,Payment Redirects,0
2025-03-06,Unassigned,9645.88
2025-03-07,Email,48378.43
2025-03-07,SMS,46234.65
2025-03-07,Push,19386.53
2025-03-07,Paid Search,116627.7
2025-03-07,Affiliates,45235.24
2025-03-07,Display,87.9
2025-03-07,Paid Social,34003.56
2025-03-07,Direct,109164.34
2025-03-07,Organic Search,28156.63
2025-03-07,Referral,1384.75
2025-03-07,Social,4154.26
2025-03-07,Payment Redirects,0
2025-03-07,Unassigned,8770.1
2025-03-08,Email,49036.46
2025-03-08,SMS,39768.3
2025-03-08,Push,19650.22
2025-03-08,Paid Search,118322.84
2025-03-08,Affiliates,45850.51
2025-03-08,Display,89.09
2025-03-08,Paid Social,36493.27
2025-03-08,Direct,111608.35
2025-03-08,Organic Search,32539.6
2025-03-08,Referral,1403.59
2025-03-08,Social,4210.76
2025-03-08,Payment Redirects,0
2025-03-08,Unassigned,8889.39
2025-03-09,Email,46254.84
2025-03-09,SMS,37512.43
2025-03-09,Push,18535.55
2025-03-09,Paid Search,119157.12
2025-03-09,Affiliates,43249.62
2025-03-09,Display,84.04
2025-03-09,Paid Social,34423.17
2025-03-09,Direct,101504.21
2025-03-09,Organic Search,26920.68
2025-03-09,Referral,1323.97
2025-03-09,Social,3971.9
2025-03-09,Payment Redirects,0
2025-03-09,Unassigned,8385.13
2025-03-10,Email,43955.47
2025-03-10,SMS,32647.65
2025-03-10,Push,15614.13
2025-03-10,Paid Search,113233.71
2025-03-10,Affiliates,41099.64
2025-03-10,Display,79.86
2025-03-10,Paid Social,36711.96
2025-03-10,Direct,97458.35
2025-03-10,Organic Search,25582.43
2025-03-10,Referral,1258.15
2025-03-10,Social,3774.46
2025-03-10,Payment Redirects,0
2025-03-10,Unassigned,7968.3
2025-03-11,Email,47901.44
2025-03-11,SMS,47414.83
2025-03-11,Push,17993.21
2025-03-11,Paid Search,112670.63
2025-03-11,Affiliates,39984.15
2025-03-11,Display,81.58
2025-03-11,Paid Social,32415.96
2025-03-11,Direct,93534.24
2025-03-11,Organic Search,24132.99
2025-03-11,Referral,1285.23
2025-03-11,Social,3855.69
2025-03-11,Payment Redirects,0
2025-03-11,Unassigned,7139.79
2025-03-12,Email,64353.28
2025-03-12,SMS,44080.22
2025-03-12,Push,21780.81
2025-03-12,Paid Search,132019.52
2025-03-12,Affiliates,50821.9
2025-03-12,Display,98.75
2025-03-12,Paid Social,38450.08
2025-03-12,Direct,119275.88
2025-03-12,Organic Search,31634.04
2025-03-12,Referral,1555.77
2025-03-12,Social,4667.32
2025-03-12,Payment Redirects,0
2025-03-12,Unassigned,9853.23
2025-03-13,Email,44334.41
2025-03-13,SMS,23900
2025-03-13,Push,15762.35
2025-03-13,Paid Search,104329.4
2025-03-13,Affiliates,36778.82
2025-03-13,Display,71.47
2025-03-13,Paid Social,29272.94
2025-03-13,Direct,86317.63
2025-03-13,Organic Search,22892.94
2025-03-13,Referral,1125.88
2025-03-13,Social,3377.65
2025-03-13,Payment Redirects,0
2025-03-13,Unassigned,7130.59
2025-03-14,Email,41585.06
2025-03-14,SMS,27103.27
2025-03-14,Push,13862.79
2025-03-14,Paid Search,105975.09
2025-03-14,Affiliates,37013.18
2025-03-14,Display,71.92
2025-03-14,Paid Social,29959.47
2025-03-14,Direct,86867.67
2025-03-14,Organic Search,23038.82
2025-03-14,Referral,1133.06
2025-03-14,Social,3399.17
2025-03-14,Payment Redirects,0
2025-03-14,Unassigned,7676.02
2025-03-15,Email,34278.02
2025-03-15,SMS,25232.28
2025-03-15,Push,12938.3
2025-03-15,Paid Search,99031.94
2025-03-15,Affiliates,34856.04
2025-03-15,Display,67.73
2025-03-15,Paid Social,28742.56
2025-03-15,Direct,85804.98
2025-03-15,Organic Search,23696.1
2025-03-15,Referral,1067.02
2025-03-15,Social,3201.06
2025-03-15,Payment Redirects,0
2025-03-15,Unassigned,6757.8
2025-03-16,Email,33394.67
2025-03-16,SMS,31759.86
2025-03-16,Push,13187.23
2025-03-16,Paid Search,104060.74
2025-03-16,Affiliates,39270.19
2025-03-16,Display,73.39
2025-03-16,Paid Social,35061.99
2025-03-16,Direct,92644.33
2025-03-16,Organic Search,23510.02
2025-03-16,Referral,1156.23
2025-03-16,Social,3468.69
2025-03-16,Payment Redirects,0
2025-03-16,Unassigned,7822.79
2025-03-17,Email,34516.62
2025-03-17,SMS,33614.79
2025-03-17,Push,14633.19
2025-03-17,Paid Search,94070.49
2025-03-17,Affiliates,34144.11
2025-03-17,Display,66.35
2025-03-17,Paid Social,27175.92
2025-03-17,Direct,79634.12
2025-03-17,Organic Search,19752.96
2025-03-17,Referral,1045.23
2025-03-17,Social,3135.68
2025-03-17,Payment Redirects,0
2025-03-17,Unassigned,6619.78
2025-03-18,Email,46371.08
2025-03-18,SMS,35929.74
2025-03-18,Push,15777.05
2025-03-18,Paid Search,94423.87
2025-03-18,Affiliates,36813.11
2025-03-18,Display,71.53
2025-03-18,Paid Social,25300.23
2025-03-18,Direct,86398.11
2025-03-18,Organic Search,22914.28
2025-03-18,Referral,1126.93
2025-03-18,Social,3380.8
2025-03-18,Payment Redirects,0
2025-03-18,Unassigned,7137.24
2025-03-19,Email,51711.3
2025-03-19,SMS,46937.59
2025-03-19,Push,22722.1
2025-03-19,Paid Search,128213.52
2025-03-19,Affiliates,48351.57
2025-03-19,Display,93.95
2025-03-19,Paid Social,36483.91
2025-03-19,Direct,113478.18
2025-03-19,Organic Search,30096.39
2025-03-19,Referral,1480.15
2025-03-19,Social,4440.45
2025-03-19,Payment Redirects,0
2025-03-19,Unassigned,9374.28
2025-03-20,Email,58313.5
2025-03-20,SMS,52425.97
2025-03-20,Push,20963.42
2025-03-20,Paid Search,126764.84
2025-03-20,Affiliates,48914.64
2025-03-20,Display,95.05
2025-03-20,Paid Social,36932.06
2025-03-20,Direct,109799.67
2025-03-20,Organic Search,29446.87
2025-03-20,Referral,1497.39
2025-03-20,Social,4492.16
2025-03-20,Payment Redirects,0
2025-03-20,Unassigned,9483.45
2025-03-21,Email,38227.12
2025-03-21,SMS,24623.98
2025-03-21,Push,14120.08
2025-03-21,Paid Search,103629.12
2025-03-21,Affiliates,38113.53
2025-03-21,Display,73.09
2025-03-21,Paid Social,35437.3
2025-03-21,Direct,92276.65
2025-03-21,Organic Search,25412.5
2025-03-21,Referral,1151.43
2025-03-21,Social,3454.3
2025-03-21,Payment Redirects,0
2025-03-21,Unassigned,7292.42
2025-03-22,Email,32498.07
2025-03-22,SMS,27221.73
2025-03-22,Push,13427.21
2025-03-22,Paid Search,103174.9
2025-03-22,Affiliates,38996.82
2025-03-22,Display,69.95
2025-03-22,Paid Social,32650.53
2025-03-22,Direct,85482.32
2025-03-22,Organic Search,22406.18
2025-03-22,Referral,1101.94
2025-03-22,Social,3305.83
2025-03-22,Payment Redirects,0
2025-03-22,Unassigned,6978.97
2025-03-23,Email,48695.38
2025-03-23,SMS,52491.69
2025-03-23,Push,19513.54
2025-03-23,Paid Search,115444.18
2025-03-23,Affiliates,45531.59
2025-03-23,Display,88.47
2025-03-23,Paid Social,35239.43
2025-03-23,Direct,104859.86
2025-03-23,Organic Search,28341.09
2025-03-23,Referral,1393.82
2025-03-23,Social,4181.47
2025-03-23,Payment Redirects,0
2025-03-23,Unassigned,8827.55
2025-03-24,Email,51781.97
2025-03-24,SMS,39073.96
2025-03-24,Push,16342.43
2025-03-24,Paid Search,95058.47
2025-03-24,Affiliates,35132.33
2025-03-24,Display,74.1
2025-03-24,Paid Social,28850.22
2025-03-24,Direct,87994.25
2025-03-24,Organic Search,22735.43
2025-03-24,Referral,1167.32
2025-03-24,Social,3501.95
2025-03-24,Payment Redirects,0
2025-03-24,Unassigned,7393
2025-03-25,Email,37056.62
2025-03-25,SMS,30052.72
2025-03-25,Push,14849.58
2025-03-25,Paid Search,95461.57
2025-03-25,Affiliates,34649.01
2025-03-25,Display,67.33
2025-03-25,Paid Social,27577.79
2025-03-25,Direct,81319.11
2025-03-25,Organic Search,21567.24
2025-03-25,Referral,1060.68
2025-03-25,Social,3182.05
2025-03-25,Payment Redirects,0
2025-03-25,Unassigned,6717.67
2025-03-26,Email,43421.04
2025-03-26,SMS,35214.23
2025-03-26,Push,17399.97
2025-03-26,Paid Search,106356.96
2025-03-26,Affiliates,40599.93
2025-03-26,Display,78.89
2025-03-26,Paid Social,34814.23
2025-03-26,Direct,97285.55
2025-03-26,Organic Search,26271.39
2025-03-26,Referral,1242.86
2025-03-26,Social,3728.57
2025-03-26,Payment Redirects,0
2025-03-26,Unassigned,7871.42
2025-03-27,Email,54013.45
2025-03-27,SMS,42072.68
2025-03-27,Push,16835.91
2025-03-27,Paid Search,100730.87
2025-03-27,Affiliates,37283.8
2025-03-27,Display,76.33
2025-03-27,Paid Social,28266.69
2025-03-27,Direct,89196.66
2025-03-27,Organic Search,21452.16
2025-03-27,Referral,1202.57
2025-03-27,Social,3107.7
2025-03-27,Payment Redirects,0
2025-03-27,Unassigned,6616.25
2025-03-28,Email,39774.03
2025-03-28,SMS,37256.52
2025-03-28,Push,15938.52
2025-03-28,Paid Search,95461.9
2025-03-28,Affiliates,37189.87
2025-03-28,Display,72.26
2025-03-28,Paid Social,29600.1
2025-03-28,Direct,89282.36
2025-03-28,Organic Search,23148.8
2025-03-28,Referral,1138.47
2025-03-28,Social,3415.4
2025-03-28,Payment Redirects,0
2025-03-28,Unassigned,7210.28
2025-03-29,Email,40438.86
2025-03-29,SMS,32551.72
2025-03-29,Push,14602.03
2025-03-29,Paid Search,90870.17
2025-03-29,Affiliates,34071.4
2025-03-29,Display,66.2
2025-03-29,Paid Social,27118.05
2025-03-29,Direct,75963.48
2025-03-29,Organic Search,21207.71
2025-03-29,Referral,1043
2025-03-29,Social,3129.01
2025-03-29,Payment Redirects,0
2025-03-29,Unassigned,6605.68
2025-03-30,Email,39333.42
2025-03-30,SMS,30277.2
2025-03-30,Push,14960.5
2025-03-30,Paid Search,96174.64
2025-03-30,Affiliates,34907.83
2025-03-30,Display,67.83
2025-03-30,Paid Social,27783.78
2025-03-30,Direct,79926.54
2025-03-30,Organic Search,21728.34
2025-03-30,Referral,1068.61
2025-03-30,Social,3205.82
2025-03-30,Payment Redirects,0
2025-03-30,Unassigned,6767.84
2025-03-31,Email,36193
2025-03-31,SMS,29352.32
2025-03-31,Push,14503.5
2025-03-31,Paid Search,93236.8
2025-03-31,Affiliates,33841.5
2025-03-31,Display,65.76
2025-03-31,Paid Social,26935.07
2025-03-31,Direct,79423.94
2025-03-31,Organic Search,21064.61
2025-03-31,Referral,1035.96
2025-03-31,Social,3107.89
2025-03-31,Payment Redirects,0
2025-03-31,Unassigned,6561.11
2025-04-01,Email,39425.55
2025-04-01,SMS,39351.92
2025-04-01,Push,14997.42
2025-04-01,Paid Search,91411.99
2025-04-01,Affiliates,33993.98
2025-04-01,Display,68
2025-04-01,Paid Social,25852.35
2025-04-01,Direct,80128.73
2025-04-01,Organic Search,20781.97
2025-04-01,Referral,1071.24
2025-04-01,Social,3213.73
2025-04-01,Payment Redirects,0
2025-04-01,Unassigned,6784.55
2025-04-02,Email,55109.9
2025-04-02,SMS,43772.89
2025-04-02,Push,18676.02
2025-04-02,Paid Search,93631.53
2025-04-02,Affiliates,41244.04
2025-04-02,Display,80.14
2025-04-02,Paid Social,32826.89
2025-04-02,Direct,96797.23
2025-04-02,Organic Search,25672.31
2025-04-02,Referral,1262.57
2025-04-02,Social,3787.72
2025-04-02,Payment Redirects,0
2025-04-02,Unassigned,7996.29
2025-04-03,Email,32278.82
2025-04-03,SMS,22177.95
2025-04-03,Push,9934.99
2025-04-03,Paid Search,83153.48
2025-04-03,Affiliates,33181.63
2025-04-03,Display,58.65
2025-04-03,Paid Social,27022.12
2025-04-03,Direct,71834.45
2025-04-03,Organic Search,18786.53
2025-04-03,Referral,923.93
2025-04-03,Social,2771.78
2025-04-03,Payment Redirects,0
2025-04-03,Unassigned,5851.54
2025-04-04,Email,32614.44
2025-04-04,SMS,26450.14
2025-04-04,Push,13069.48
2025-04-04,Paid Search,84018.08
2025-04-04,Affiliates,30495.45
2025-04-04,Display,59.26
2025-04-04,Paid Social,24271.89
2025-04-04,Direct,71570.96
2025-04-04,Organic Search,18981.86
2025-04-04,Referral,933.53
2025-04-04,Social,2800.6
2025-04-04,Payment Redirects,0
2025-04-04,Unassigned,5912.38
2025-04-05,Email,30977.23
2025-04-05,SMS,25122.37
2025-04-05,Push,12413.41
2025-04-05,Paid Search,79800.47
2025-04-05,Affiliates,28964.61
2025-04-05,Display,56.28
2025-04-05,Paid Social,23053.47
2025-04-05,Direct,67978.18
2025-04-05,Organic Search,18028.99
2025-04-05,Referral,886.67
2025-04-05,Social,2660.02
2025-04-05,Payment Redirects,0
2025-04-05,Unassigned,5615.59
2025-04-06,Email,28260.38
2025-04-06,SMS,36586.16
2025-04-06,Push,12286.03
2025-04-06,Paid Search,87109.91
2025-04-06,Affiliates,33101.77
2025-04-06,Display,73.2
2025-04-06,Paid Social,28572.05
2025-04-06,Direct,87332.78
2025-04-06,Organic Search,25906.38
2025-04-06,Referral,1045.32
2025-04-06,Social,2439.08
2025-04-06,Payment Redirects,0
2025-04-06,Unassigned,5726.59
2025-04-07,Email,23591.77
2025-04-07,SMS,26442.04
2025-04-07,Push,12277.37
2025-04-07,Paid Search,78862
2025-04-07,Affiliates,30447.56
2025-04-07,Display,62.9
2025-04-07,Paid Social,24554.74
2025-04-07,Direct,75756.55
2025-04-07,Organic Search,19966.88
2025-04-07,Referral,898.34
2025-04-07,Social,2096.14
2025-04-07,Payment Redirects,0
2025-04-07,Unassigned,4491.72
2025-04-08,Email,28803.69
2025-04-08,SMS,26150.59
2025-04-08,Push,12554.04
2025-04-08,Paid Search,78549.02
2025-04-08,Affiliates,31088.63
2025-04-08,Display,64.32
2025-04-08,Paid Social,25108.08
2025-04-08,Direct,75351.05
2025-04-08,Organic Search,20371.76
2025-04-08,Referral,918.59
2025-04-08,Social,2143.37
2025-04-08,Payment Redirects,0
2025-04-08,Unassigned,5092.94
2025-04-09,Email,37701.64
2025-04-09,SMS,29539.54
2025-04-09,Push,13291.63
2025-04-09,Paid Search,81046.53
2025-04-09,Affiliates,30797.68
2025-04-09,Display,68.1
2025-04-09,Paid Social,26583.26
2025-04-09,Direct,76601.92
