date,channel,user_type,quantity
2023-11-23,Paid Social,new,875
2023-11-23,Payment Redirects,(not set),9
2023-11-23,Payment Redirects,established,36
2023-11-23,Payment Redirects,new,93
2023-11-23,Referral,(not set),2
2023-11-23,Referral,established,15
2023-11-23,Referral,new,15
2023-11-23,SMS,(not set),75
2023-11-23,SMS,established,618
2023-11-23,SMS,new,1848
2023-11-23,Unassigned,(not set),99
2023-11-23,Unassigned,established,26
2023-11-23,Unassigned,new,213
2023-11-24,Affiliates,(not set),31
2023-11-24,Affiliates,established,679
2023-11-24,Affiliates,new,3210
2023-11-24,Direct,(not set),180
2023-11-24,Direct,established,2916
2023-11-24,Direct,new,9146
2023-11-24,Email,(not set),155
2023-11-24,Email,established,2089
2023-11-24,Email,new,3726
2023-11-24,Organic Search,(not set),17
2023-11-24,Organic Search,established,449
2023-11-24,Organic Search,new,2171
2023-11-24,Organic Shopping,new,1
2023-11-24,Organic Social,(not set),10
2023-11-24,Organic Social,established,93
2023-11-24,Organic Social,new,184
2023-11-24,Paid Search,(not set),118
2023-11-24,Paid Search,established,1973
2023-11-24,Paid Search,new,10281
2023-11-24,Paid Social,(not set),44
2023-11-24,Paid Social,established,632
2023-11-24,Paid Social,new,1197
2023-11-24,Payment Redirects,(not set),11
2023-11-24,Payment Redirects,established,59
2023-11-24,Payment Redirects,new,177
2023-11-24,Referral,established,7
2023-11-24,Referral,new,31
2023-11-24,SMS,(not set),121
2023-11-24,SMS,established,1389
2023-11-24,SMS,new,4231
2023-11-24,Unassigned,(not set),250
2023-11-24,Unassigned,established,141
2023-11-24,Unassigned,new,313
2023-11-25,Affiliates,(not set),37
2023-11-25,Affiliates,established,374
2023-11-25,Affiliates,new,1907
2023-11-25,Direct,(not set),62
2023-11-25,Direct,established,1241
2023-11-25,Direct,new,4876
2023-11-25,Email,(not set),149
2023-11-25,Email,established,1275
2023-11-25,Email,new,2784
2023-11-25,Mobile Push Notifications,established,6
2023-11-25,Organic Search,(not set),15
2023-11-25,Organic Search,established,191
2023-11-25,Organic Search,new,1029
2023-11-25,Organic Shopping,new,6
2023-11-25,Organic Social,(not set),6
2023-11-25,Organic Social,established,75
2023-11-25,Organic Social,new,163
2023-11-25,Paid Search,(not set),77
2023-11-25,Paid Search,established,945
2023-11-25,Paid Search,new,5652
2023-11-25,Paid Social,(not set),15
2023-11-25,Paid Social,established,624
2023-11-25,Paid Social,new,1497
2023-11-25,Payment Redirects,(not set),6
2023-11-25,Payment Redirects,established,33
2023-11-25,Payment Redirects,new,175
2023-11-25,Referral,established,14
2023-11-25,Referral,new,36
2023-11-25,SMS,(not set),111
2023-11-25,SMS,established,1354
2023-11-25,SMS,new,3132
2023-11-25,Unassigned,(not set),149
2023-11-25,Unassigned,established,109
2023-11-25,Unassigned,new,438
2023-11-26,Affiliates,(not set),27
2023-11-26,Affiliates,established,462
2023-11-26,Affiliates,new,1954
2023-11-26,Direct,(not set),98
2023-11-26,Direct,established,1308
2023-11-26,Direct,new,4867
2023-11-26,Email,(not set),49
2023-11-26,Email,established,1272
2023-11-26,Email,new,2335
2023-11-26,Organic Search,(not set),2
2023-11-26,Organic Search,established,206
2023-11-26,Organic Search,new,1284
2023-11-26,Organic Shopping,established,1
2023-11-26,Organic Shopping,new,1
2023-11-26,Organic Social,(not set),4
2023-11-26,Organic Social,established,42
2023-11-26,Organic Social,new,140
2023-11-26,Paid Search,(not set),64
2023-11-26,Paid Search,established,956
2023-11-26,Paid Search,new,5779
2023-11-26,Paid Social,(not set),57
2023-11-26,Paid Social,established,554
2023-11-26,Paid Social,new,1709
2023-11-26,Payment Redirects,established,52
2023-11-26,Payment Redirects,new,176
2023-11-26,Referral,(not set),5
2023-11-26,Referral,established,16
2023-11-26,Referral,new,20
2023-11-26,SMS,(not set),110
2023-11-26,SMS,established,959
2023-11-26,SMS,new,2495
2023-11-26,Unassigned,(not set),178
2023-11-26,Unassigned,established,70
2023-11-26,Unassigned,new,243
2023-11-27,Affiliates,(not set),68
2023-11-27,Affiliates,established,823
2023-11-27,Affiliates,new,3667
2023-11-27,Direct,(not set),161
2023-11-27,Direct,established,2603
2023-11-27,Direct,new,9042
2023-11-27,Email,(not set),227
2023-11-27,Email,established,2482
2023-11-27,Email,new,4374
2023-11-27,Organic Search,(not set),12
2023-11-27,Organic Search,established,449
2023-11-27,Organic Search,new,2314
2023-11-27,Organic Social,(not set),11
2023-11-27,Organic Social,established,127
2023-11-27,Organic Social,new,273
2023-11-27,Paid Search,(not set),79
2023-11-27,Paid Search,established,1791
2023-11-27,Paid Search,new,10600
2023-11-27,Paid Social,(not set),71
2023-11-27,Paid Social,established,912
2023-11-27,Paid Social,new,2169
2023-11-27,Payment Redirects,(not set),1
2023-11-27,Payment Redirects,established,92
2023-11-27,Payment Redirects,new,331
2023-11-27,Referral,(not set),1
2023-11-27,Referral,established,16
2023-11-27,Referral,new,32
2023-11-27,SMS,(not set),191
2023-11-27,SMS,established,2291
2023-11-27,SMS,new,5335
2023-11-27,Unassigned,(not set),259
2023-11-27,Unassigned,established,98
2023-11-27,Unassigned,new,245
2023-11-28,Affiliates,(not set),25
2023-11-28,Affiliates,established,669
2023-11-28,Affiliates,new,2305
2023-11-28,Direct,(not set),79
2023-11-28,Direct,established,1430
2023-11-28,Direct,new,4802
2023-11-28,Email,(not set),148
2023-11-28,Email,established,1642
2023-11-28,Email,new,3413
2023-11-28,Organic Search,(not set),7
2023-11-28,Organic Search,established,351
2023-11-28,Organic Search,new,1208
2023-11-28,Organic Social,(not set),167
2023-11-28,Organic Social,established,124
2023-11-28,Organic Social,new,225
2023-11-28,Organic Video,established,3
2023-11-28,Paid Search,(not set),121
2023-11-28,Paid Search,established,1072
2023-11-28,Paid Search,new,5436
2023-11-28,Paid Social,(not set),26
2023-11-28,Paid Social,established,855
2023-11-28,Paid Social,new,1950
2023-11-28,Payment Redirects,established,159
2023-11-28,Payment Redirects,new,208
2023-11-28,Referral,established,23
2023-11-28,Referral,new,16
2023-11-28,SMS,(not set),164
2023-11-28,SMS,established,1572
2023-11-28,SMS,new,3801
2023-11-28,Unassigned,(not set),216
2023-11-28,Unassigned,established,168
2023-11-28,Unassigned,new,429
2023-11-29,Affiliates,(not set),32
2023-11-29,Affiliates,established,387
2023-11-29,Affiliates,new,1749
2023-11-29,Direct,(not set),79
2023-11-29,Direct,established,1108
2023-11-29,Direct,new,3680
2023-11-29,Email,(not set),78
2023-11-29,Email,established,1446
2023-11-29,Email,new,2646
2023-11-29,Organic Search,(not set),21
2023-11-29,Organic Search,established,180
2023-11-29,Organic Search,new,806
2023-11-29,Organic Shopping,new,3
2023-11-29,Organic Social,established,58
2023-11-29,Organic Social,new,138
2023-11-29,Paid Search,(not set),67
2023-11-29,Paid Search,established,867
2023-11-29,Paid Search,new,4525
2023-11-29,Paid Social,(not set),50
2023-11-29,Paid Social,established,590
2023-11-29,Paid Social,new,1459
2023-11-29,Payment Redirects,established,42
2023-11-29,Payment Redirects,new,88
2023-11-29,Referral,established,2
2023-11-29,Referral,new,14
2023-11-29,SMS,(not set),143
2023-11-29,SMS,established,1152
2023-11-29,SMS,new,2361
2023-11-29,Unassigned,(not set),157
2023-11-29,Unassigned,established,82
2023-11-29,Unassigned,new,230
2023-11-30,Affiliates,(not set),24
2023-11-30,Affiliates,established,502
2023-11-30,Affiliates,new,2071
2023-11-30,Direct,(not set),97
2023-11-30,Direct,established,1251
2023-11-30,Direct,new,4217
2023-11-30,Email,(not set),148
2023-11-30,Email,established,1625
2023-11-30,Email,new,3114
2023-11-30,Organic Search,(not set),42
2023-11-30,Organic Search,established,511
2023-11-30,Organic Search,new,2464
2023-11-30,Organic Social,(not set),7
2023-11-30,Organic Social,established,71
2023-11-30,Organic Social,new,107
2023-11-30,Paid Search,(not set),86
2023-11-30,Paid Search,established,742
2023-11-30,Paid Search,new,3901
2023-11-30,Paid Social,(not set),27
2023-11-30,Paid Social,established,707
2023-11-30,Paid Social,new,1948
2023-11-30,Payment Redirects,(not set),6
2023-11-30,Payment Redirects,established,81
2023-11-30,Payment Redirects,new,191
2023-11-30,Referral,established,12
2023-11-30,Referral,new,27
2023-11-30,SMS,(not set),70
2023-11-30,SMS,established,1083
2023-11-30,SMS,new,2089
2023-11-30,Unassigned,(not set),183
2023-11-30,Unassigned,established,105
2023-11-30,Unassigned,new,194
2023-12-01,Affiliates,(not set),76
2023-12-01,Affiliates,established,546
2023-12-01,Affiliates,new,1743
2023-12-01,Direct,(not set),126
2023-12-01,Direct,established,1222
2023-12-01,Direct,new,3360
2023-12-01,Display,new,1
2023-12-01,Email,(not set),87
2023-12-01,Email,established,1248
2023-12-01,Email,new,2188
2023-12-01,Organic Search,(not set),18
2023-12-01,Organic Search,established,287
2023-12-01,Organic Search,new,1120
2023-12-01,Organic Social,(not set),6
2023-12-01,Organic Social,established,60
2023-12-01,Organic Social,new,163
2023-12-01,Organic Video,new,3
2023-12-01,Paid Search,(not set),71
2023-12-01,Paid Search,established,782
2023-12-01,Paid Search,new,3865
2023-12-01,Paid Social,(not set),37
2023-12-01,Paid Social,established,828
2023-12-01,Paid Social,new,2196
2023-12-01,Payment Redirects,established,56
2023-12-01,Payment Redirects,new,111
2023-12-01,Referral,established,11
2023-12-01,Referral,new,5
2023-12-01,SMS,(not set),118
2023-12-01,SMS,established,1357
2023-12-01,SMS,new,2027
2023-12-01,Unassigned,(not set),120
2023-12-01,Unassigned,established,65
2023-12-01,Unassigned,new,586
2023-12-02,Affiliates,(not set),28
2023-12-02,Affiliates,established,441
2023-12-02,Affiliates,new,1545
2023-12-02,Direct,(not set),57
2023-12-02,Direct,established,875
2023-12-02,Direct,new,2874
2023-12-02,Email,(not set),81
2023-12-02,Email,established,912
2023-12-02,Email,new,1344
2023-12-02,Organic Search,(not set),4
2023-12-02,Organic Search,established,209
2023-12-02,Organic Search,new,654
2023-12-02,Organic Shopping,new,2
2023-12-02,Organic Social,established,18
2023-12-02,Organic Social,new,169
2023-12-02,Paid Search,(not set),88
2023-12-02,Paid Search,established,770
2023-12-02,Paid Search,new,3842
2023-12-02,Paid Social,(not set),46
2023-12-02,Paid Social,established,693
2023-12-02,Paid Social,new,2760
2023-12-02,Payment Redirects,(not set),4
2023-12-02,Payment Redirects,established,28
2023-12-02,Payment Redirects,new,82
2023-12-02,Referral,established,5
2023-12-02,Referral,new,21
2023-12-02,SMS,(not set),57
2023-12-02,SMS,established,884
2023-12-02,SMS,new,1378
2023-12-02,Unassigned,(not set),147
2023-12-02,Unassigned,established,96
2023-12-02,Unassigned,new,107
2023-12-03,Affiliates,(not set),7
2023-12-03,Affiliates,established,381
2023-12-03,Affiliates,new,1863
2023-12-03,Direct,(not set),60
2023-12-03,Direct,established,858
2023-12-03,Direct,new,3245
2023-12-03,Email,(not set),101
2023-12-03,Email,established,1128
2023-12-03,Email,new,1821
2023-12-03,Organic Search,(not set),5
2023-12-03,Organic Search,established,150
2023-12-03,Organic Search,new,752
2023-12-03,Organic Shopping,new,1
2023-12-03,Organic Social,established,42
2023-12-03,Organic Social,new,124
2023-12-03,Paid Search,(not set),65
2023-12-03,Paid Search,established,904
2023-12-03,Paid Search,new,4240
2023-12-03,Paid Social,(not set),87
2023-12-03,Paid Social,established,603
2023-12-03,Paid Social,new,1938
2023-12-03,Payment Redirects,established,53
2023-12-03,Payment Redirects,new,118
2023-12-03,Referral,established,11
2023-12-03,Referral,new,3
2023-12-03,SMS,(not set),92
2023-12-03,SMS,established,1339
2023-12-03,SMS,new,2090
2023-12-03,Unassigned,(not set),158
2023-12-03,Unassigned,established,133
2023-12-03,Unassigned,new,129
2023-12-04,Affiliates,(not set),20
2023-12-04,Affiliates,established,321
2023-12-04,Affiliates,new,1177
2023-12-04,Direct,(not set),59
2023-12-04,Direct,established,738
2023-12-04,Direct,new,2457
2023-12-04,Email,(not set),57
2023-12-04,Email,established,847
2023-12-04,Email,new,1251
2023-12-04,Organic Search,(not set),3
2023-12-04,Organic Search,established,210
2023-12-04,Organic Search,new,650
2023-12-04,Organic Shopping,established,3
2023-12-04,Organic Social,(not set),3
2023-12-04,Organic Social,established,51
2023-12-04,Organic Social,new,120
2023-12-04,Paid Search,(not set),57
2023-12-04,Paid Search,established,722
2023-12-04,Paid Search,new,3254
2023-12-04,Paid Social,(not set),18
2023-12-04,Paid Social,established,583
2023-12-04,Paid Social,new,1187
2023-12-04,Payment Redirects,(not set),1
2023-12-04,Payment Redirects,established,56
2023-12-04,Payment Redirects,new,48
2023-12-04,Referral,established,1
2023-12-04,Referral,new,19
2023-12-04,SMS,(not set),53
2023-12-04,SMS,established,616
2023-12-04,SMS,new,902
2023-12-04,Unassigned,(not set),56
2023-12-04,Unassigned,established,49
2023-12-04,Unassigned,new,186
2023-12-05,Affiliates,(not set),14
2023-12-05,Affiliates,established,466
2023-12-05,Affiliates,new,1289
2023-12-05,Direct,(not set),58
2023-12-05,Direct,established,653
2023-12-05,Direct,new,2676
2023-12-05,Email,(not set),87
2023-12-05,Email,established,768
2023-12-05,Email,new,1496
2023-12-05,Organic Search,(not set),6
2023-12-05,Organic Search,established,171
2023-12-05,Organic Search,new,621
2023-12-05,Organic Shopping,new,1
2023-12-05,Organic Social,(not set),3
2023-12-05,Organic Social,established,23
2023-12-05,Organic Social,new,67
2023-12-05,Paid Search,(not set),86
2023-12-05,Paid Search,established,827
2023-12-05,Paid Search,new,3334
2023-12-05,Paid Social,(not set),27
2023-12-05,Paid Social,established,411
2023-12-05,Paid Social,new,1022
2023-12-05,Payment Redirects,(not set),3
2023-12-05,Payment Redirects,established,50
2023-12-05,Payment Redirects,new,62
2023-12-05,Referral,(not set),4
2023-12-05,Referral,new,11
2023-12-05,SMS,(not set),121
2023-12-05,SMS,established,812
2023-12-05,SMS,new,1472
2023-12-05,Unassigned,(not set),66
2023-12-05,Unassigned,established,53
2023-12-05,Unassigned,new,103
2023-12-06,Affiliates,(not set),19
2023-12-06,Affiliates,established,337
2023-12-06,Affiliates,new,1388
2023-12-06,Direct,(not set),43
2023-12-06,Direct,established,878
2023-12-06,Direct,new,2814
2023-12-06,Email,(not set),99
2023-12-06,Email,established,985
2023-12-06,Email,new,1453
2023-12-06,Organic Search,(not set),4
2023-12-06,Organic Search,established,155
2023-12-06,Organic Search,new,650
2023-12-06,Organic Social,established,69
2023-12-06,Organic Social,new,66
2023-12-06,Paid Search,(not set),72
2023-12-06,Paid Search,established,713
2023-12-06,Paid Search,new,3971
2023-12-06,Paid Social,(not set),32
2023-12-06,Paid Social,established,581
2023-12-06,Paid Social,new,1041
2023-12-06,Payment Redirects,established,40
2023-12-06,Payment Redirects,new,105
2023-12-06,Referral,new,11
2023-12-06,SMS,(not set),94
2023-12-06,SMS,established,777
2023-12-06,SMS,new,1224
2023-12-06,Unassigned,(not set),68
2023-12-06,Unassigned,established,24
2023-12-06,Unassigned,new,75
2023-12-07,Affiliates,(not set),39
2023-12-07,Affiliates,established,523
2023-12-07,Affiliates,new,1837
2023-12-07,Direct,(not set),66
2023-12-07,Direct,established,1026
2023-12-07,Direct,new,3439
2023-12-07,Email,(not set),74
2023-12-07,Email,established,1314
2023-12-07,Email,new,1881
2023-12-07,Organic Search,(not set),4
2023-12-07,Organic Search,established,163
2023-12-07,Organic Search,new,800
2023-12-07,Organic Social,established,19
2023-12-07,Organic Social,new,112
2023-12-07,Paid Search,(not set),57
2023-12-07,Paid Search,established,938
2023-12-07,Paid Search,new,4208
2023-12-07,Paid Social,(not set),45
2023-12-07,Paid Social,established,608
2023-12-07,Paid Social,new,1135
2023-12-07,Payment Redirects,(not set),7
2023-12-07,Payment Redirects,established,73
2023-12-07,Payment Redirects,new,145
2023-12-07,Referral,established,4
2023-12-07,Referral,new,27
2023-12-07,SMS,(not set),159
2023-12-07,SMS,established,1333
2023-12-07,SMS,new,2065
2023-12-07,Unassigned,(not set),96
2023-12-07,Unassigned,established,70
2023-12-07,Unassigned,new,136
2023-12-08,Affiliates,(not set),15
2023-12-08,Affiliates,established,564
2023-12-08,Affiliates,new,1652
2023-12-08,Direct,(not set),112
2023-12-08,Direct,established,944
2023-12-08,Direct,new,3395
2023-12-08,Email,(not set),82
2023-12-08,Email,established,1201
2023-12-08,Email,new,1897
2023-12-08,Organic Search,(not set),2
2023-12-08,Organic Search,established,210
2023-12-08,Organic Search,new,794
2023-12-08,Organic Social,(not set),5
2023-12-08,Organic Social,established,42
2023-12-08,Organic Social,new,125
2023-12-08,Paid Search,(not set),58
2023-12-08,Paid Search,established,1026
2023-12-08,Paid Search,new,4302
2023-12-08,Paid Social,(not set),28
2023-12-08,Paid Social,established,581
2023-12-08,Paid Social,new,1147
2023-12-08,Payment Redirects,(not set),2
2023-12-08,Payment Redirects,established,18
2023-12-08,Payment Redirects,new,97
2023-12-08,Referral,established,8
2023-12-08,Referral,new,8
2023-12-08,SMS,(not set),108
2023-12-08,SMS,established,937
2023-12-08,SMS,new,1502
2023-12-08,Unassigned,(not set),105
2023-12-08,Unassigned,established,44
2023-12-08,Unassigned,new,115
2023-12-09,Affiliates,(not set),52
2023-12-09,Affiliates,established,327
2023-12-09,Affiliates,new,1345
2023-12-09,Direct,(not set),60
2023-12-09,Direct,established,850
2023-12-09,Direct,new,3096
2023-12-09,Display,established,1
2023-12-09,Email,(not set),67
2023-12-09,Email,established,908
2023-12-09,Email,new,1240
2023-12-09,Organic Search,(not set),5
2023-12-09,Organic Search,established,183
2023-12-09,Organic Search,new,778
2023-12-09,Organic Social,(not set),7
2023-12-09,Organic Social,established,64
2023-12-09,Organic Social,new,88
2023-12-09,Paid Search,(not set),76
2023-12-09,Paid Search,established,921
2023-12-09,Paid Search,new,3866
2023-12-09,Paid Social,(not set),41
2023-12-09,Paid Social,established,396
2023-12-09,Paid Social,new,942
2023-12-09,Payment Redirects,established,27
2023-12-09,Payment Redirects,new,97
2023-12-09,Referral,established,3
2023-12-09,Referral,new,36
2023-12-09,SMS,(not set),72
2023-12-09,SMS,established,696
2023-12-09,SMS,new,908
2023-12-09,Unassigned,(not set),109
2023-12-09,Unassigned,established,167
2023-12-09,Unassigned,new,147
2023-12-10,Affiliates,(not set),14
2023-12-10,Affiliates,established,315
2023-12-10,Affiliates,new,1384
2023-12-10,Direct,(not set),41
2023-12-10,Direct,established,848
2023-12-10,Direct,new,3226
2023-12-10,Email,(not set),54
2023-12-10,Email,established,846
2023-12-10,Email,new,1439
2023-12-10,Mobile Push Notifications,new,2
2023-12-10,Organic Search,(not set),7
2023-12-10,Organic Search,established,178
2023-12-10,Organic Search,new,903
2023-12-10,Organic Shopping,new,1
2023-12-10,Organic Social,established,46
2023-12-10,Organic Social,new,67
2023-12-10,Paid Search,(not set),53
2023-12-10,Paid Search,established,847
2023-12-10,Paid Search,new,4088
2023-12-10,Paid Social,(not set),19
2023-12-10,Paid Social,established,439
2023-12-10,Paid Social,new,908
2023-12-10,Payment Redirects,(not set),9
2023-12-10,Payment Redirects,established,43
2023-12-10,Payment Redirects,new,87
2023-12-10,Referral,new,20
2023-12-10,SMS,(not set),70
2023-12-10,SMS,established,801
2023-12-10,SMS,new,1129
2023-12-10,Unassigned,(not set),119
2023-12-10,Unassigned,established,45
2023-12-10,Unassigned,new,150
2023-12-11,Affiliates,(not set),50
2023-12-11,Affiliates,established,520
2023-12-11,Affiliates,new,1928
2023-12-11,Direct,(not set),76
2023-12-11,Direct,established,1252
2023-12-11,Direct,new,4331
2023-12-11,Display,established,8
2023-12-11,Email,(not set),149
2023-12-11,Email,established,1912
2023-12-11,Email,new,2195
2023-12-11,Organic Search,(not set),9
2023-12-11,Organic Search,established,405
2023-12-11,Organic Search,new,1256
2023-12-11,Organic Social,established,62
2023-12-11,Organic Social,new,138
2023-12-11,Paid Search,(not set),73
2023-12-11,Paid Search,established,1235
2023-12-11,Paid Search,new,5314
2023-12-11,Paid Social,(not set),49
2023-12-11,Paid Social,established,732
2023-12-11,Paid Social,new,1196
2023-12-11,Payment Redirects,(not set),7
2023-12-11,Payment Redirects,established,67
2023-12-11,Payment Redirects,new,158
2023-12-11,Referral,established,6
2023-12-11,Referral,new,12
2023-12-11,SMS,(not set),95
2023-12-11,SMS,established,1605
2023-12-11,SMS,new,1587
2023-12-11,Unassigned,(not set),136
2023-12-11,Unassigned,established,73
2023-12-11,Unassigned,new,153
2023-12-12,Affiliates,(not set),21
2023-12-12,Affiliates,established,280
2023-12-12,Affiliates,new,1201
2023-12-12,Direct,(not set),89
2023-12-12,Direct,established,997
2023-12-12,Direct,new,2802
2023-12-12,Email,(not set),58
2023-12-12,Email,established,839
2023-12-12,Email,new,1260
2023-12-12,Organic Search,(not set),4
2023-12-12,Organic Search,established,162
2023-12-12,Organic Search,new,645
2023-12-12,Organic Social,established,85
2023-12-12,Organic Social,new,62
2023-12-12,Paid Search,(not set),34
2023-12-12,Paid Search,established,824
2023-12-12,Paid Search,new,3486
2023-12-12,Paid Social,(not set),20
2023-12-12,Paid Social,established,419
2023-12-12,Paid Social,new,691
2023-12-12,Payment Redirects,established,29
2023-12-12,Payment Redirects,new,75
2023-12-12,Referral,established,4
2023-12-12,Referral,new,9
2023-12-12,SMS,(not set),48
2023-12-12,SMS,established,730
2023-12-12,SMS,new,936
2023-12-12,Unassigned,(not set),82
2023-12-12,Unassigned,established,37
2023-12-12,Unassigned,new,111
2023-12-13,Affiliates,(not set),40
2023-12-13,Affiliates,established,356
2023-12-13,Affiliates,new,1116
2023-12-13,Direct,(not set),81
2023-12-13,Direct,established,838
2023-12-13,Direct,new,2528
2023-12-13,Email,(not set),46
2023-12-13,Email,established,662
2023-12-13,Email,new,1050
2023-12-13,Organic Search,(not set),2
2023-12-13,Organic Search,established,148
2023-12-13,Organic Search,new,655
2023-12-13,Organic Social,(not set),1
2023-12-13,Organic Social,established,18
2023-12-13,Organic Social,new,89
2023-12-13,Paid Search,(not set),87
2023-12-13,Paid Search,established,840
2023-12-13,Paid Search,new,3647
2023-12-13,Paid Social,(not set),36
2023-12-13,Paid Social,established,337
2023-12-13,Paid Social,new,633
2023-12-13,Payment Redirects,established,56
2023-12-13,Payment Redirects,new,98
2023-12-13,Referral,established,1
2023-12-13,Referral,new,10
2023-12-13,SMS,(not set),27
2023-12-13,SMS,established,545
2023-12-13,SMS,new,907
2023-12-13,Unassigned,(not set),108
2023-12-13,Unassigned,established,38
2023-12-13,Unassigned,new,109
2023-12-14,Affiliates,(not set),3
2023-12-14,Affiliates,established,345
2023-12-14,Affiliates,new,1266
2023-12-14,Direct,(not set),72
2023-12-14,Direct,established,984
2023-12-14,Direct,new,2823
2023-12-14,Email,(not set),43
2023-12-14,Email,established,738
2023-12-14,Email,new,992
2023-12-14,Organic Search,(not set),2
2023-12-14,Organic Search,established,134
2023-12-14,Organic Search,new,620
2023-12-14,Organic Social,(not set),1
2023-12-14,Organic Social,established,44
2023-12-14,Organic Social,new,86
2023-12-14,Paid Search,(not set),70
2023-12-14,Paid Search,established,909
2023-12-14,Paid Search,new,3635
2023-12-14,Paid Social,(not set),13
2023-12-14,Paid Social,established,353
2023-12-14,Paid Social,new,589
2023-12-14,Payment Redirects,established,21
2023-12-14,Payment Redirects,new,68
2023-12-14,Referral,new,25
2023-12-14,SMS,(not set),34
2023-12-14,SMS,established,529
2023-12-14,SMS,new,637
2023-12-14,Unassigned,(not set),116
2023-12-14,Unassigned,established,66
2023-12-14,Unassigned,new,138
2023-12-15,Affiliates,(not set),19
2023-12-15,Affiliates,established,420
2023-12-15,Affiliates,new,1408
2023-12-15,Direct,(not set),38
2023-12-15,Direct,established,903
2023-12-15,Direct,new,2825
2023-12-15,Email,(not set),38
2023-12-15,Email,established,659
2023-12-15,Email,new,1096
2023-12-15,Organic Search,(not set),7
2023-12-15,Organic Search,established,225
2023-12-15,Organic Search,new,741
2023-12-15,Organic Shopping,new,4
2023-12-15,Organic Social,established,51
2023-12-15,Organic Social,new,59
2023-12-15,Paid Search,(not set),69
2023-12-15,Paid Search,established,880
2023-12-15,Paid Search,new,3281
2023-12-15,Paid Social,(not set),23
2023-12-15,Paid Social,established,314
2023-12-15,Paid Social,new,545
2023-12-15,Payment Redirects,(not set),2
2023-12-15,Payment Redirects,established,68
2023-12-15,Payment Redirects,new,86
2023-12-15,Referral,(not set),1
2023-12-15,Referral,established,9
2023-12-15,Referral,new,8
2023-12-15,SMS,(not set),63
2023-12-15,SMS,established,519
2023-12-15,SMS,new,755
2023-12-15,Unassigned,(not set),80
2023-12-15,Unassigned,established,38
2023-12-15,Unassigned,new,67
2023-12-16,Affiliates,(not set),22
2023-12-16,Affiliates,established,367
2023-12-16,Affiliates,new,1203
2023-12-16,Direct,(not set),49
2023-12-16,Direct,established,770
2023-12-16,Direct,new,2263
2023-12-16,Email,(not set),44
2023-12-16,Email,established,619
2023-12-16,Email,new,903
2023-12-16,Organic Search,(not set),26
2023-12-16,Organic Search,established,142
2023-12-16,Organic Search,new,614
2023-12-16,Organic Social,established,21
2023-12-16,Organic Social,new,88
2023-12-16,Paid Search,(not set),82
2023-12-16,Paid Search,established,665
2023-12-16,Paid Search,new,3184
2023-12-16,Paid Social,(not set),31
2023-12-16,Paid Social,established,225
2023-12-16,Paid Social,new,584
2023-12-16,Payment Redirects,established,32
2023-12-16,Payment Redirects,new,59
2023-12-16,Referral,established,3
2023-12-16,Referral,new,5
2023-12-16,SMS,(not set),42
2023-12-16,SMS,established,613
2023-12-16,SMS,new,673
2023-12-16,Unassigned,(not set),64
2023-12-16,Unassigned,established,62
2023-12-16,Unassigned,new,86
2023-12-17,Affiliates,(not set),22
2023-12-17,Affiliates,established,284
2023-12-17,Affiliates,new,1261
2023-12-17,Direct,(not set),40
2023-12-17,Direct,established,703
2023-12-17,Direct,new,2297
2023-12-17,Email,(not set),31
2023-12-17,Email,established,536
2023-12-17,Email,new,848
2023-12-17,Organic Search,(not set),14
2023-12-17,Organic Search,established,144
2023-12-17,Organic Search,new,660
2023-12-17,Organic Shopping,new,1
2023-12-17,Organic Social,(not set),4
2023-12-17,Organic Social,established,51
2023-12-17,Organic Social,new,137
2023-12-17,Paid Search,(not set),55
2023-12-17,Paid Search,established,734
2023-12-17,Paid Search,new,3357
2023-12-17,Paid Social,(not set),29
2023-12-17,Paid Social,established,254
2023-12-17,Paid Social,new,665
2023-12-17,Payment Redirects,(not set),10
2023-12-17,Payment Redirects,established,35
2023-12-17,Payment Redirects,new,73
2023-12-17,Referral,established,1
2023-12-17,Referral,new,11
2023-12-17,SMS,(not set),17
2023-12-17,SMS,established,443
2023-12-17,SMS,new,619
2023-12-17,Unassigned,(not set),64
2023-12-17,Unassigned,established,58
2023-12-17,Unassigned,new,90
2023-12-18,Affiliates,(not set),3
2023-12-18,Affiliates,established,256
2023-12-18,Affiliates,new,1056
2023-12-18,Direct,(not set),47
2023-12-18,Direct,established,945
2023-12-18,Direct,new,2443
2023-12-18,Email,(not set),62
2023-12-18,Email,established,633
2023-12-18,Email,new,888
2023-12-18,Organic Search,(not set),7
2023-12-18,Organic Search,established,113
2023-12-18,Organic Search,new,543
2023-12-18,Organic Shopping,new,1
2023-12-18,Organic Social,(not set),10
2023-12-18,Organic Social,established,13
2023-12-18,Organic Social,new,46
2023-12-18,Paid Search,(not set),33
2023-12-18,Paid Search,established,789
2023-12-18,Paid Search,new,2955
2023-12-18,Paid Social,(not set),5
2023-12-18,Paid Social,established,199
2023-12-18,Paid Social,new,328
2023-12-18,Payment Redirects,(not set),6
2023-12-18,Payment Redirects,established,12
2023-12-18,Payment Redirects,new,79
2023-12-18,Referral,established,1
2023-12-18,Referral,new,14
2023-12-18,SMS,(not set),34
2023-12-18,SMS,established,530
2023-12-18,SMS,new,790
2023-12-18,Unassigned,(not set),64
2023-12-18,Unassigned,established,64
2023-12-18,Unassigned,new,51
