date,channel,platform,quantity
2023-05-19,Referral,web,18
2023-05-19,SMS,web,702
2023-05-19,Unassigned,iOS,2
2023-05-19,Unassigned,web,115
2023-05-20,Affiliates,web,345
2023-05-20,Direct,Android,4
2023-05-20,Direct,iOS,123
2023-05-20,Direct,web,747
2023-05-20,Email,web,700
2023-05-20,Organic Search,Android,4
2023-05-20,Organic Search,web,233
2023-05-20,Organic Shopping,web,6
2023-05-20,Organic Social,web,37
2023-05-20,Paid Search,Android,38
2023-05-20,Paid Search,iOS,11
2023-05-20,Paid Search,web,637
2023-05-20,Paid Social,web,215
2023-05-20,Payment Redirects,web,66
2023-05-20,Referral,web,12
2023-05-20,SMS,web,333
2023-05-20,Unassigned,iOS,9
2023-05-20,Unassigned,web,82
2023-05-21,Affiliates,web,297
2023-05-21,Direct,Android,4
2023-05-21,Direct,iOS,167
2023-05-21,Direct,web,749
2023-05-21,Email,iOS,1
2023-05-21,Email,web,670
2023-05-21,Organic Search,Android,2
2023-05-21,Organic Search,web,207
2023-05-21,Organic Social,web,69
2023-05-21,Paid Search,Android,16
2023-05-21,Paid Search,iOS,23
2023-05-21,Paid Search,web,795
2023-05-21,Paid Social,web,267
2023-05-21,Payment Redirects,web,76
2023-05-21,Referral,web,7
2023-05-21,SMS,web,357
2023-05-21,Unassigned,Android,1
2023-05-21,Unassigned,iOS,2
2023-05-21,Unassigned,web,52
2023-05-22,Affiliates,web,344
2023-05-22,Direct,Android,6
2023-05-22,Direct,iOS,117
2023-05-22,Direct,web,647
2023-05-22,Display,web,2
2023-05-22,Email,web,822
2023-05-22,Organic Search,Android,6
2023-05-22,Organic Search,web,132
2023-05-22,Organic Shopping,web,5
2023-05-22,Organic Social,Android,1
2023-05-22,Organic Social,web,34
2023-05-22,Organic Video,web,1
2023-05-22,Paid Search,Android,16
2023-05-22,Paid Search,iOS,3
2023-05-22,Paid Search,web,758
2023-05-22,Paid Social,web,251
2023-05-22,Payment Redirects,web,89
2023-05-22,Referral,web,5
2023-05-22,SMS,web,335
2023-05-22,Unassigned,web,127
2023-05-23,Affiliates,web,296
2023-05-23,Direct,Android,5
2023-05-23,Direct,iOS,142
2023-05-23,Direct,web,748
2023-05-23,Email,web,730
2023-05-23,Organic Search,Android,11
2023-05-23,Organic Search,web,231
2023-05-23,Organic Shopping,web,4
2023-05-23,Organic Social,web,49
2023-05-23,Paid Search,Android,26
2023-05-23,Paid Search,iOS,12
2023-05-23,Paid Search,web,746
2023-05-23,Paid Social,web,254
2023-05-23,Payment Redirects,web,33
2023-05-23,Referral,web,7
2023-05-23,SMS,web,341
2023-05-23,Unassigned,Android,10
2023-05-23,Unassigned,web,67
2023-05-24,Affiliates,web,362
2023-05-24,Direct,iOS,219
2023-05-24,Direct,web,1058
2023-05-24,Email,web,1396
2023-05-24,Organic Search,Android,7
2023-05-24,Organic Search,web,301
2023-05-24,Organic Shopping,web,4
2023-05-24,Organic Social,web,50
2023-05-24,Paid Search,Android,33
2023-05-24,Paid Search,iOS,10
2023-05-24,Paid Search,web,1016
2023-05-24,Paid Social,web,449
2023-05-24,Payment Redirects,web,70
2023-05-24,Referral,web,16
2023-05-24,SMS,web,277
2023-05-24,Unassigned,iOS,4
2023-05-24,Unassigned,web,79
2023-05-25,Affiliates,web,420
2023-05-25,Direct,Android,4
2023-05-25,Direct,iOS,229
2023-05-25,Direct,web,1306
2023-05-25,Display,web,5
2023-05-25,Email,web,1415
2023-05-25,Organic Search,Android,14
2023-05-25,Organic Search,web,261
2023-05-25,Organic Shopping,web,2
2023-05-25,Organic Social,web,34
2023-05-25,Paid Search,Android,69
2023-05-25,Paid Search,iOS,21
2023-05-25,Paid Search,web,1170
2023-05-25,Paid Social,web,416
2023-05-25,Payment Redirects,web,189
2023-05-25,Referral,web,28
2023-05-25,SMS,web,1429
2023-05-25,Unassigned,iOS,7
2023-05-25,Unassigned,web,139
2023-05-26,Affiliates,web,407
2023-05-26,Direct,Android,4
2023-05-26,Direct,iOS,266
2023-05-26,Direct,web,1130
2023-05-26,Display,web,6
2023-05-26,Email,iOS,7
2023-05-26,Email,web,1394
2023-05-26,Organic Search,Android,19
2023-05-26,Organic Search,web,316
2023-05-26,Organic Shopping,web,8
2023-05-26,Organic Social,Android,7
2023-05-26,Organic Social,web,31
2023-05-26,Paid Search,Android,51
2023-05-26,Paid Search,iOS,23
2023-05-26,Paid Search,web,1143
2023-05-26,Paid Social,web,442
2023-05-26,Payment Redirects,web,137
2023-05-26,Referral,web,11
2023-05-26,SMS,web,1114
2023-05-26,Unassigned,Android,15
2023-05-26,Unassigned,web,110
2023-05-27,Affiliates,web,434
2023-05-27,Direct,Android,1
2023-05-27,Direct,iOS,213
2023-05-27,Direct,web,1039
2023-05-27,Email,web,1072
2023-05-27,Organic Search,Android,10
2023-05-27,Organic Search,web,254
2023-05-27,Organic Shopping,web,7
2023-05-27,Organic Social,Android,2
2023-05-27,Organic Social,web,36
2023-05-27,Paid Search,Android,32
2023-05-27,Paid Search,iOS,1
2023-05-27,Paid Search,web,1079
2023-05-27,Paid Social,web,439
2023-05-27,Payment Redirects,web,186
2023-05-27,Referral,web,40
2023-05-27,SMS,web,1124
2023-05-27,Unassigned,iOS,18
2023-05-27,Unassigned,web,111
2023-05-28,Affiliates,web,362
2023-05-28,Direct,Android,6
2023-05-28,Direct,iOS,343
2023-05-28,Direct,web,1348
2023-05-28,Email,web,1254
2023-05-28,Organic Search,Android,12
2023-05-28,Organic Search,web,268
2023-05-28,Organic Shopping,web,19
2023-05-28,Organic Social,web,71
2023-05-28,Paid Other,web,16
2023-05-28,Paid Search,Android,22
2023-05-28,Paid Search,iOS,31
2023-05-28,Paid Search,web,962
2023-05-28,Paid Social,web,399
2023-05-28,Payment Redirects,web,143
2023-05-28,Referral,web,3
2023-05-28,SMS,web,1097
2023-05-28,Unassigned,Android,15
2023-05-28,Unassigned,iOS,4
2023-05-28,Unassigned,web,138
2023-05-29,Affiliates,web,750
2023-05-29,Direct,Android,14
2023-05-29,Direct,iOS,336
2023-05-29,Direct,web,1822
2023-05-29,Email,web,1436
2023-05-29,Organic Search,Android,13
2023-05-29,Organic Search,web,540
2023-05-29,Organic Social,Android,2
2023-05-29,Organic Social,web,26
2023-05-29,Paid Search,Android,39
2023-05-29,Paid Search,iOS,19
2023-05-29,Paid Search,web,1687
2023-05-29,Paid Social,web,401
2023-05-29,Payment Redirects,web,140
2023-05-29,Referral,web,33
2023-05-29,SMS,web,1780
2023-05-29,Unassigned,iOS,5
2023-05-29,Unassigned,web,175
2023-05-30,Affiliates,web,395
2023-05-30,Direct,Android,12
2023-05-30,Direct,iOS,200
2023-05-30,Direct,web,1008
2023-05-30,Email,web,1299
2023-05-30,Organic Search,Android,9
2023-05-30,Organic Search,web,273
2023-05-30,Organic Shopping,web,13
2023-05-30,Organic Social,web,29
2023-05-30,Paid Other,web,5
2023-05-30,Paid Search,Android,22
2023-05-30,Paid Search,iOS,8
2023-05-30,Paid Search,web,996
2023-05-30,Paid Social,web,296
2023-05-30,Payment Redirects,web,108
2023-05-30,Referral,web,37
2023-05-30,SMS,web,764
2023-05-30,Unassigned,iOS,11
2023-05-30,Unassigned,web,238
2023-05-31,Affiliates,web,526
2023-05-31,Direct,iOS,289
2023-05-31,Direct,web,1167
2023-05-31,Display,web,1
2023-05-31,Email,web,1623
2023-05-31,Organic Search,Android,22
2023-05-31,Organic Search,web,254
2023-05-31,Organic Shopping,web,5
2023-05-31,Organic Social,web,41
2023-05-31,Paid Other,web,8
2023-05-31,Paid Search,Android,31
2023-05-31,Paid Search,iOS,14
2023-05-31,Paid Search,web,998
2023-05-31,Paid Social,web,368
2023-05-31,Payment Redirects,web,45
2023-05-31,Referral,web,17
2023-05-31,SMS,web,1060
2023-05-31,Unassigned,Android,7
2023-05-31,Unassigned,iOS,1
2023-05-31,Unassigned,web,162
2023-06-01,Affiliates,web,354
2023-06-01,Direct,Android,15
2023-06-01,Direct,iOS,193
2023-06-01,Direct,web,751
2023-06-01,Email,web,594
2023-06-01,Organic Search,Android,1
2023-06-01,Organic Search,web,150
2023-06-01,Organic Social,Android,2
2023-06-01,Organic Social,web,16
2023-06-01,Paid Search,Android,28
2023-06-01,Paid Search,iOS,6
2023-06-01,Paid Search,web,779
2023-06-01,Paid Social,web,198
2023-06-01,Payment Redirects,web,4
2023-06-01,Referral,web,10
2023-06-01,SMS,web,416
2023-06-01,Unassigned,iOS,8
2023-06-01,Unassigned,web,87
2023-06-02,Affiliates,web,300
2023-06-02,Direct,Android,20
2023-06-02,Direct,iOS,194
2023-06-02,Direct,web,541
2023-06-02,Display,web,5
2023-06-02,Email,web,651
2023-06-02,Organic Search,Android,20
2023-06-02,Organic Search,web,169
2023-06-02,Organic Shopping,web,3
2023-06-02,Organic Social,web,40
2023-06-02,Paid Search,Android,26
2023-06-02,Paid Search,iOS,3
2023-06-02,Paid Search,web,676
2023-06-02,Paid Social,web,164
2023-06-02,Payment Redirects,web,41
2023-06-02,Referral,web,13
2023-06-02,SMS,web,478
2023-06-02,Unassigned,iOS,3
2023-06-02,Unassigned,web,55
2023-06-03,Affiliates,web,287
2023-06-03,Direct,Android,2
2023-06-03,Direct,iOS,187
2023-06-03,Direct,web,484
2023-06-03,Email,web,556
2023-06-03,Organic Search,Android,9
2023-06-03,Organic Search,web,147
2023-06-03,Organic Shopping,web,2
2023-06-03,Organic Social,web,7
2023-06-03,Paid Search,Android,16
2023-06-03,Paid Search,iOS,11
2023-06-03,Paid Search,web,720
2023-06-03,Paid Social,web,151
2023-06-03,Payment Redirects,web,5
2023-06-03,Referral,web,14
2023-06-03,SMS,web,672
2023-06-03,Unassigned,iOS,6
2023-06-03,Unassigned,web,23
2023-06-04,Affiliates,web,286
2023-06-04,Direct,Android,11
2023-06-04,Direct,iOS,196
2023-06-04,Direct,web,519
2023-06-04,Email,web,675
2023-06-04,Organic Search,Android,14
2023-06-04,Organic Search,web,127
2023-06-04,Organic Social,web,14
2023-06-04,Paid Search,Android,8
2023-06-04,Paid Search,iOS,14
2023-06-04,Paid Search,web,714
2023-06-04,Paid Social,web,173
2023-06-04,Payment Redirects,web,35
2023-06-04,Referral,web,18
2023-06-04,SMS,web,594
2023-06-04,Unassigned,iOS,8
2023-06-04,Unassigned,web,46
2023-06-05,Affiliates,web,398
2023-06-05,Direct,Android,2
2023-06-05,Direct,iOS,268
2023-06-05,Direct,web,732
2023-06-05,Display,web,3
2023-06-05,Email,web,1243
2023-06-05,Organic Search,Android,18
2023-06-05,Organic Search,web,244
2023-06-05,Organic Social,web,100
2023-06-05,Organic Video,web,1
2023-06-05,Paid Search,Android,21
2023-06-05,Paid Search,iOS,27
2023-06-05,Paid Search,web,958
2023-06-05,Paid Social,web,212
2023-06-05,Payment Redirects,web,14
2023-06-05,Referral,web,19
2023-06-05,SMS,web,1103
2023-06-05,Unassigned,iOS,8
2023-06-05,Unassigned,web,68
2023-06-06,Affiliates,web,434
2023-06-06,Direct,Android,23
2023-06-06,Direct,iOS,330
2023-06-06,Direct,web,862
2023-06-06,Display,web,2
2023-06-06,Email,iOS,3
2023-06-06,Email,web,1258
2023-06-06,Organic Search,Android,25
2023-06-06,Organic Search,web,222
2023-06-06,Organic Shopping,web,14
2023-06-06,Organic Social,web,39
2023-06-06,Paid Other,web,3
2023-06-06,Paid Search,Android,28
2023-06-06,Paid Search,iOS,10
2023-06-06,Paid Search,web,959
2023-06-06,Paid Social,web,204
2023-06-06,Payment Redirects,web,13
2023-06-06,Referral,web,16
2023-06-06,SMS,web,1099
2023-06-06,Unassigned,Android,7
2023-06-06,Unassigned,web,123
2023-06-07,Affiliates,web,498
2023-06-07,Direct,Android,3
2023-06-07,Direct,iOS,229
2023-06-07,Direct,web,803
2023-06-07,Display,web,2
2023-06-07,Email,web,1172
2023-06-07,Organic Search,Android,36
2023-06-07,Organic Search,web,243
2023-06-07,Organic Shopping,web,14
2023-06-07,Organic Social,web,24
2023-06-07,Paid Other,web,9
2023-06-07,Paid Search,Android,49
2023-06-07,Paid Search,iOS,11
2023-06-07,Paid Search,web,886
2023-06-07,Paid Social,web,277
2023-06-07,Payment Redirects,web,44
2023-06-07,Referral,web,18
2023-06-07,SMS,web,889
2023-06-07,Unassigned,iOS,6
2023-06-07,Unassigned,web,76
2023-06-08,Affiliates,web,319
2023-06-08,Direct,Android,1
2023-06-08,Direct,iOS,201
2023-06-08,Direct,web,565
2023-06-08,Email,web,637
2023-06-08,Organic Search,Android,5
2023-06-08,Organic Search,web,172
2023-06-08,Organic Shopping,web,2
2023-06-08,Organic Social,web,34
2023-06-08,Paid Search,Android,4
2023-06-08,Paid Search,iOS,22
2023-06-08,Paid Search,web,709
2023-06-08,Paid Social,web,250
2023-06-08,Payment Redirects,web,23
2023-06-08,Referral,web,5
2023-06-08,SMS,web,474
2023-06-08,Unassigned,iOS,6
2023-06-08,Unassigned,web,64
2023-06-09,Affiliates,web,244
2023-06-09,Direct,Android,8
2023-06-09,Direct,iOS,233
2023-06-09,Direct,web,663
2023-06-09,Display,web,9
2023-06-09,Email,web,593
2023-06-09,Organic Search,Android,7
2023-06-09,Organic Search,web,149
2023-06-09,Organic Social,web,10
2023-06-09,Paid Other,web,1
2023-06-09,Paid Search,Android,9
2023-06-09,Paid Search,iOS,15
2023-06-09,Paid Search,web,680
2023-06-09,Paid Social,web,216
2023-06-09,Payment Redirects,web,40
2023-06-09,Referral,web,25
2023-06-09,SMS,web,292
2023-06-09,Unassigned,Android,3
2023-06-09,Unassigned,iOS,3
2023-06-09,Unassigned,web,81
2023-06-10,Affiliates,web,281
2023-06-10,Direct,Android,7
2023-06-10,Direct,iOS,161
2023-06-10,Direct,web,571
2023-06-10,Email,web,454
2023-06-10,Organic Search,Android,10
2023-06-10,Organic Search,web,165
2023-06-10,Organic Social,Android,2
2023-06-10,Organic Social,web,17
2023-06-10,Paid Other,web,9
2023-06-10,Paid Search,Android,15
2023-06-10,Paid Search,iOS,8
2023-06-10,Paid Search,web,721
2023-06-10,Paid Social,web,249
2023-06-10,Payment Redirects,web,22
2023-06-10,Referral,web,20
2023-06-10,SMS,web,156
2023-06-10,Unassigned,iOS,8
2023-06-10,Unassigned,web,69
2023-06-11,Affiliates,web,266
2023-06-11,Direct,Android,3
2023-06-11,Direct,iOS,198
2023-06-11,Direct,web,532
2023-06-11,Email,web,619
2023-06-11,Organic Search,Android,9
2023-06-11,Organic Search,web,172
2023-06-11,Organic Shopping,web,5
2023-06-11,Organic Social,web,16
2023-06-11,Paid Search,Android,14
2023-06-11,Paid Search,iOS,20
2023-06-11,Paid Search,web,778
2023-06-11,Paid Social,web,286
2023-06-11,Payment Redirects,web,22
2023-06-11,Referral,web,11
2023-06-11,SMS,web,310
2023-06-11,Unassigned,iOS,12
2023-06-11,Unassigned,web,13
2023-06-12,Affiliates,web,223
2023-06-12,Direct,Android,1
2023-06-12,Direct,iOS,183
2023-06-12,Direct,web,629
2023-06-12,Display,web,4
2023-06-12,Email,web,632
2023-06-12,Organic Search,Android,3
2023-06-12,Organic Search,web,199
2023-06-12,Organic Social,web,11
2023-06-12,Paid Search,Android,4
2023-06-12,Paid Search,iOS,10
2023-06-12,Paid Search,web,744
2023-06-12,Paid Social,web,220
2023-06-12,Payment Redirects,web,53
2023-06-12,Referral,web,3
2023-06-12,SMS,web,325
2023-06-12,Unassigned,iOS,2
2023-06-12,Unassigned,web,40
2023-06-13,Affiliates,web,223
2023-06-13,Direct,Android,7
2023-06-13,Direct,iOS,206
2023-06-13,Direct,web,488
2023-06-13,Email,web,594
2023-06-13,Organic Search,Android,11
2023-06-13,Organic Search,web,123
2023-06-13,Organic Shopping,web,10
2023-06-13,Organic Social,web,12
2023-06-13,Paid Search,Android,17
2023-06-13,Paid Search,iOS,30
2023-06-13,Paid Search,web,743
2023-06-13,Paid Social,web,228
2023-06-13,Payment Redirects,web,26
2023-06-13,Referral,web,13
2023-06-13,SMS,web,344
2023-06-13,Unassigned,web,23
2023-06-14,Affiliates,web,344
2023-06-14,Direct,Android,4
2023-06-14,Direct,iOS,186
2023-06-14,Direct,web,629
2023-06-14,Email,web,649
2023-06-14,Organic Search,Android,14
2023-06-14,Organic Search,web,148
2023-06-14,Organic Social,web,23
2023-06-14,Paid Search,Android,24
2023-06-14,Paid Search,iOS,9
2023-06-14,Paid Search,web,787
2023-06-14,Paid Social,web,249
2023-06-14,Payment Redirects,web,14
2023-06-14,Referral,web,5
2023-06-14,SMS,web,427
2023-06-14,Unassigned,Android,6
2023-06-14,Unassigned,iOS,4
2023-06-14,Unassigned,web,35
2023-06-15,Affiliates,web,410
2023-06-15,Direct,Android,5
2023-06-15,Direct,iOS,269
2023-06-15,Direct,web,531
2023-06-15,Email,iOS,4
2023-06-15,Email,web,695
2023-06-15,Organic Search,Android,11
2023-06-15,Organic Search,web,176
2023-06-15,Organic Shopping,web,5
2023-06-15,Organic Social,Android,1
2023-06-15,Organic Social,web,29
2023-06-15,Paid Search,Android,15
2023-06-15,Paid Search,iOS,3
2023-06-15,Paid Search,web,822
2023-06-15,Paid Social,web,244
2023-06-15,Payment Redirects,web,33
2023-06-15,Referral,web,6
2023-06-15,SMS,web,705
2023-06-15,Unassigned,Android,2
2023-06-15,Unassigned,web,56
2023-06-16,Affiliates,web,313
2023-06-16,Direct,Android,4
2023-06-16,Direct,iOS,256
2023-06-16,Direct,web,685
2023-06-16,Email,web,567
2023-06-16,Organic Search,Android,26
2023-06-16,Organic Search,web,200
2023-06-16,Organic Shopping,web,2
2023-06-16,Organic Social,web,16
2023-06-16,Paid Search,Android,16
2023-06-16,Paid Search,iOS,8
2023-06-16,Paid Search,web,917
2023-06-16,Paid Social,web,320
2023-06-16,Payment Redirects,web,17
2023-06-16,Referral,web,10
2023-06-16,SMS,web,476
2023-06-16,Unassigned,iOS,1
2023-06-16,Unassigned,web,27
2023-06-17,Affiliates,web,328
2023-06-17,Direct,Android,17
2023-06-17,Direct,iOS,186
2023-06-17,Direct,web,532
2023-06-17,Email,web,729
2023-06-17,Organic Search,Android,12
2023-06-17,Organic Search,web,205
2023-06-17,Organic Shopping,web,1
2023-06-17,Organic Social,Android,5
2023-06-17,Organic Social,web,28
2023-06-17,Paid Search,Android,31
2023-06-17,Paid Search,iOS,16
2023-06-17,Paid Search,web,745
2023-06-17,Paid Social,web,328
2023-06-17,Payment Redirects,web,41
2023-06-17,Referral,web,2
2023-06-17,SMS,web,602
2023-06-17,Unassigned,iOS,2
2023-06-17,Unassigned,web,53
2023-06-18,Affiliates,web,344
2023-06-18,Direct,Android,12
2023-06-18,Direct,iOS,377
2023-06-18,Direct,web,628
2023-06-18,Display,web,2
2023-06-18,Email,web,917
2023-06-18,Organic Search,web,190
2023-06-18,Organic Social,web,20
2023-06-18,Paid Search,Android,18
2023-06-18,Paid Search,iOS,12
2023-06-18,Paid Search,web,728
2023-06-18,Paid Social,web,231
2023-06-18,Payment Redirects,web,40
2023-06-18,Referral,web,7
2023-06-18,SMS,web,659
2023-06-18,Unassigned,iOS,2
2023-06-18,Unassigned,web,254
2023-06-19,Affiliates,web,196
2023-06-19,Direct,Android,4
2023-06-19,Direct,iOS,96
2023-06-19,Direct,web,354
2023-06-19,Display,web,6
2023-06-19,Email,web,511
2023-06-19,Organic Search,web,140
2023-06-19,Organic Social,web,8
2023-06-19,Paid Search,Android,4
2023-06-19,Paid Search,iOS,8
2023-06-19,Paid Search,web,552
2023-06-19,Paid Social,web,219
2023-06-19,Payment Redirects,web,7
2023-06-19,Referral,web,8
2023-06-19,SMS,web,262
2023-06-19,Unassigned,iOS,4
2023-06-19,Unassigned,web,41
2023-06-20,Affiliates,web,215
2023-06-20,Direct,Android,5
2023-06-20,Direct,iOS,132
2023-06-20,Direct,web,375
2023-06-20,Email,web,506
2023-06-20,Organic Search,Android,3
2023-06-20,Organic Search,web,112
2023-06-20,Organic Social,web,7
2023-06-20,Paid Search,Android,21
2023-06-20,Paid Search,iOS,6
2023-06-20,Paid Search,web,595
2023-06-20,Paid Social,web,180
2023-06-20,Payment Redirects,web,5
2023-06-20,Referral,web,21
2023-06-20,SMS,web,223
2023-06-20,Unassigned,web,34
2023-06-21,Affiliates,web,208
2023-06-21,Direct,Android,5
2023-06-21,Direct,iOS,206
2023-06-21,Direct,web,494
2023-06-21,Email,web,514
2023-06-21,Organic Search,Android,4
2023-06-21,Organic Search,web,162
2023-06-21,Organic Shopping,web,3
2023-06-21,Organic Social,web,31
2023-06-21,Paid Search,Android,19
2023-06-21,Paid Search,iOS,33
2023-06-21,Paid Search,web,587
2023-06-21,Paid Social,web,188
2023-06-21,Payment Redirects,web,33
2023-06-21,Referral,web,6
2023-06-21,SMS,web,365
2023-06-21,Unassigned,web,31
2023-06-22,Affiliates,web,242
2023-06-22,Direct,Android,22
2023-06-22,Direct,iOS,175
2023-06-22,Direct,web,458
2023-06-22,Email,web,489
2023-06-22,Organic Search,Android,13
2023-06-22,Organic Search,web,139
2023-06-22,Organic Shopping,web,4
2023-06-22,Organic Social,Android,6
2023-06-22,Organic Social,web,35
2023-06-22,Paid Search,Android,4
2023-06-22,Paid Search,iOS,2
2023-06-22,Paid Search,web,718
2023-06-22,Paid Social,web,187
2023-06-22,Payment Redirects,web,20
2023-06-22,Referral,web,14
2023-06-22,SMS,web,378
2023-06-22,Unassigned,iOS,1
2023-06-22,Unassigned,web,51
2023-06-23,Affiliates,web,253
2023-06-23,Direct,Android,3
2023-06-23,Direct,iOS,168
2023-06-23,Direct,web,434
2023-06-23,Email,web,609
2023-06-23,Organic Search,Android,16
2023-06-23,Organic Search,web,131
2023-06-23,Organic Shopping,web,6
2023-06-23,Organic Social,web,17
2023-06-23,Paid Search,Android,12
2023-06-23,Paid Search,iOS,9
2023-06-23,Paid Search,web,695
2023-06-23,Paid Social,web,276
2023-06-23,Payment Redirects,web,21
2023-06-23,Referral,web,11
2023-06-23,SMS,web,358
2023-06-23,Unassigned,iOS,4
2023-06-23,Unassigned,web,29
2023-06-24,Affiliates,web,269
2023-06-24,Direct,iOS,190
2023-06-24,Direct,web,508
2023-06-24,Display,web,1
2023-06-24,Email,web,597
2023-06-24,Organic Search,Android,3
2023-06-24,Organic Search,web,127
2023-06-24,Organic Shopping,web,4
2023-06-24,Organic Social,web,15
2023-06-24,Paid Search,Android,29
2023-06-24,Paid Search,iOS,29
2023-06-24,Paid Search,web,592
2023-06-24,Paid Social,web,204
2023-06-24,Payment Redirects,web,17
2023-06-24,Referral,web,1
2023-06-24,SMS,web,265
2023-06-24,Unassigned,web,36
2023-06-25,Affiliates,web,282
2023-06-25,Direct,Android,6
2023-06-25,Direct,iOS,192
2023-06-25,Direct,web,502
2023-06-25,Email,web,553
2023-06-25,Organic Search,Android,13
2023-06-25,Organic Search,web,127
2023-06-25,Organic Shopping,web,1
2023-06-25,Organic Social,web,19
2023-06-25,Paid Search,Android,30
2023-06-25,Paid Search,iOS,4
2023-06-25,Paid Search,web,600
2023-06-25,Paid Social,web,219
2023-06-25,Payment Redirects,web,22
2023-06-25,Referral,web,4
2023-06-25,SMS,web,398
2023-06-25,Unassigned,iOS,5
2023-06-25,Unassigned,web,16
2023-06-26,Affiliates,web,274
2023-06-26,Direct,Android,3
2023-06-26,Direct,iOS,141
2023-06-26,Direct,web,594
2023-06-26,Email,web,688
2023-06-26,Organic Search,Android,6
2023-06-26,Organic Search,web,155
2023-06-26,Organic Shopping,web,1
2023-06-26,Organic Social,web,18
2023-06-26,Paid Search,Android,19
2023-06-26,Paid Search,iOS,6
2023-06-26,Paid Search,web,697
2023-06-26,Paid Social,web,177
2023-06-26,Payment Redirects,web,42
2023-06-26,Referral,web,9
2023-06-26,SMS,web,437
2023-06-26,Unassigned,Android,2
2023-06-26,Unassigned,iOS,3
2023-06-26,Unassigned,web,42
2023-06-27,Affiliates,web,371
2023-06-27,Direct,Android,2
2023-06-27,Direct,iOS,332
2023-06-27,Direct,web,755
2023-06-27,Email,Android,2
2023-06-27,Email,web,1111
2023-06-27,Organic Search,Android,6
2023-06-27,Organic Search,web,206
2023-06-27,Organic Social,web,26
2023-06-27,Paid Search,Android,20
2023-06-27,Paid Search,iOS,20
2023-06-27,Paid Search,web,898
2023-06-27,Paid Social,web,335
2023-06-27,Payment Redirects,web,61
2023-06-27,Referral,web,5
2023-06-27,SMS,web,945
2023-06-27,Unassigned,iOS,15
2023-06-27,Unassigned,web,96
2023-06-28,Affiliates,web,420
2023-06-28,Direct,Android,14
2023-06-28,Direct,iOS,288
2023-06-28,Direct,web,689
2023-06-28,Email,web,901
2023-06-28,Organic Search,Android,33
2023-06-28,Organic Search,web,151
2023-06-28,Organic Shopping,web,3
2023-06-28,Organic Social,web,31
2023-06-28,Paid Search,Android,64
2023-06-28,Paid Search,iOS,24
2023-06-28,Paid Search,web,1054
2023-06-28,Paid Social,web,308
2023-06-28,Payment Redirects,web,54
2023-06-28,Referral,web,8
2023-06-28,SMS,web,647
2023-06-28,Unassigned,iOS,10
2023-06-28,Unassigned,web,94
2023-06-29,Affiliates,web,429
2023-06-29,Direct,Android,4
2023-06-29,Direct,iOS,394
2023-06-29,Direct,web,710
2023-06-29,Email,web,1084
2023-06-29,Organic Search,Android,18
2023-06-29,Organic Search,web,250
2023-06-29,Organic Shopping,web,2
2023-06-29,Organic Social,web,31
2023-06-29,Paid Search,Android,27
2023-06-29,Paid Search,iOS,9
2023-06-29,Paid Search,web,855
2023-06-29,Paid Social,web,449
2023-06-29,Payment Redirects,web,19
2023-06-29,Referral,web,7
2023-06-29,SMS,web,646
2023-06-29,Unassigned,iOS,1
2023-06-29,Unassigned,web,29
2023-06-30,Affiliates,web,501
2023-06-30,Direct,Android,27
2023-06-30,Direct,iOS,308
2023-06-30,Direct,web,808
2023-06-30,Email,web,915
2023-06-30,Organic Search,Android,8
2023-06-30,Organic Search,web,224
2023-06-30,Organic Social,web,27
2023-06-30,Paid Search,Android,19
2023-06-30,Paid Search,iOS,28
2023-06-30,Paid Search,web,931
2023-06-30,Paid Social,web,482
2023-06-30,Payment Redirects,web,27
2023-06-30,Referral,web,5
2023-06-30,SMS,web,700
2023-06-30,Unassigned,iOS,8
2023-06-30,Unassigned,web,81
2023-07-01,Affiliates,web,420
2023-07-01,Direct,Android,5
2023-07-01,Direct,iOS,342
2023-07-01,Direct,web,707
2023-07-01,Email,web,987
2023-07-01,Organic Search,Android,35
2023-07-01,Organic Search,web,235
2023-07-01,Organic Shopping,web,1
2023-07-01,Organic Social,web,43
2023-07-01,Paid Search,Android,41
2023-07-01,Paid Search,iOS,10
2023-07-01,Paid Search,web,911
2023-07-01,Paid Social,web,554
2023-07-01,Payment Redirects,web,30
2023-07-01,Referral,web,6
2023-07-01,SMS,web,770
2023-07-01,Unassigned,iOS,3
2023-07-01,Unassigned,web,84
2023-07-02,Affiliates,web,409
2023-07-02,Direct,Android,4
2023-07-02,Direct,iOS,283
2023-07-02,Direct,web,802
2023-07-02,Email,web,1260
2023-07-02,Organic Search,Android,9
2023-07-02,Organic Search,web,298
2023-07-02,Organic Social,web,41
2023-07-02,Paid Search,Android,23
2023-07-02,Paid Search,iOS,9
2023-07-02,Paid Search,web,1027
2023-07-02,Paid Social,web,406
2023-07-02,Payment Redirects,web,28
2023-07-02,Referral,web,3
2023-07-02,SMS,web,777
2023-07-02,Unassigned,iOS,21
2023-07-02,Unassigned,web,46
2023-07-03,Affiliates,web,423
2023-07-03,Direct,Android,23
2023-07-03,Direct,iOS,480
2023-07-03,Direct,web,727
2023-07-03,Email,web,1141
2023-07-03,Organic Search,Android,16
2023-07-03,Organic Search,web,250
2023-07-03,Organic Shopping,web,1
2023-07-03,Organic Social,web,29
2023-07-03,Paid Search,Android,22
2023-07-03,Paid Search,iOS,39
2023-07-03,Paid Search,web,994
