date,windows_signage,interiors,store_promo_ty,ecom_promo_ty,store_promo_ly,ecom_promo_ly
2025-04-27,,,"30% OFF REG; 40% OFF DENIM, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10
REG PPT: Denim Starting at $99, Shorts Starting at $69, Active Starting at $69 and Tees $29 Tanks $39, EXTRA 50% OFF MD; KIDS & ACCESSORIES 40-50% OFF","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","TRUE SAVINGS EVENT; SHORTS STARTING AT $59, TEES & TANKS STARTING AT $19, ACTIVE STARTING AT $49, DENIM STARTING AT $59; 50%-60% OFF MD (SITEWIDE 20% OFF $150)"
2025-04-28,,,"30% OFF REG; 40% OFF DENIM, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10
REG PPT: Denim Starting at $99, Shorts Starting at $69, Active Starting at $69 and Tees $29 Tanks $39, EXTRA 50% OFF MD; KIDS & ACCESSORIES 40-50% OFF","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","TRUE SAVINGS EVENT; SHORTS STARTING AT $59, TEES & TANKS STARTING AT $19, ACTIVE STARTING AT $49, DENIM STARTING AT $59; 50%-60% OFF MD (SITEWIDE 20% OFF $150)"
2025-04-29,,,"30% OFF REG; 40% OFF DENIM, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10
REG PPT: Denim Starting at $99, Shorts Starting at $69, Active Starting at $69 and Tees $29 Tanks $39, EXTRA 50% OFF MD; KIDS & ACCESSORIES 40-50% OFF","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","TRUE SAVINGS EVENT; SHORTS STARTING AT $59, TEES & TANKS STARTING AT $19, ACTIVE STARTING AT $49, DENIM STARTING AT $59; 50%-60% OFF MD (SITEWIDE 20% OFF $150)"
2025-04-30,,,"30% OFF REG; 40% OFF DENIM, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10
REG PPT: Denim Starting at $99, Shorts Starting at $69, Active Starting at $69 and Tees $29 Tanks $39, EXTRA 50% OFF MD; KIDS & ACCESSORIES 40-50% OFF","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","TRUE SAVINGS EVENT; SHORTS STARTING AT $59, TEES & TANKS STARTING AT $19, ACTIVE STARTING AT $49, DENIM STARTING AT $59; 50%-60% OFF MD (SITEWIDE 20% OFF $150)"
2025-05-01,,,"30% OFF REG; 40% OFF SHORTS, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10 
40% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD; 40-50% KIDS & ACCESSORIES","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","30-50% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD (DUAL GENDER SUPER T FLEECE LAUNCH)"
2025-05-02,,,"30% OFF REG; 40% OFF SHORTS, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10 
40% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD; 40-50% KIDS & ACCESSORIES","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","30-50% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD"
2025-05-03,,,"30% OFF REG; 40% OFF SHORTS, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10 
40% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD; 40-50% KIDS & ACCESSORIES","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","30-50% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD"
2025-05-04,,,"30% OFF REG; 40% OFF SHORTS, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10 
40% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD; 40-50% KIDS & ACCESSORIES","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","30-50% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD"
2025-05-05,,,"30% OFF REG; 40% OFF SHORTS, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10 
40% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD; 40-50% KIDS & ACCESSORIES","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","30-50% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD"
2025-05-06,,,"30% OFF REG; 40% OFF SHORTS, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10 
40% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD; 40-50% KIDS & ACCESSORIES","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","30-50% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD"
2025-05-07,,,"30% OFF REG; 40% OFF SHORTS, TEES & TANKS; 50% OFF M DENIM TABLE; 50% OFF SELECT W ACTIVE TOPS;  $39 M HENLEY; $29 M HENLEY & W SEAMLESS; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%)","MSRP TESTING: $20 / $10 
40% OFF REG; 40% OFF SHORTS & TEES/TANKS, EXTRA 50% OFF MD; 40-50% KIDS & ACCESSORIES","30% OFF REG; 40% OFF SHORTS, TEES & TANKS; $29 HENLEYS; $39 M SS WOVEN & POLO; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%)","FLOORSET/NEW MD'S; REG PPT: DENIM STARTING AT $79, SHORTS STARTING AT $59, ACTIVE STARTING AT $49, TEES & TANKS STARTING AT $29, EXTRA 50% OFF MD (48 HR $14.99 TEE FLASH) (FREE SHIP $99+)"
2025-05-08,"*SEG 40% OFF SHORTS, TEES/TANKS
*LOWER: UP TO 60% OFF CLEARANCE",*40% OFF SHORTS & TEES/TANKS INTERIOR SIGNAGE,FLOORSET/NEW MDS; 30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF M DENIM TABLE; 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
FLOORSET / NEW MDS; REG PPT: Denim Starting at $89, Shorts Starting at $64, Active Starting at $59 and Tees $29 Tanks $34, EXTRA 50% OFF MD (48 HR $19.99 TEE FLASH) (FREE SHIP $99+)",FLOORSET/NEW MDS; 30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"REG PPT: DENIM STARTING AT $79, SHORTS STARTING AT $59, ACTIVE STARTING AT $49, TEES & TANKS STARTING AT $29, EXTRA 50% OFF MD (48 HR $14.99 TEE FLASH) (FREE SHIP $99+)"
2025-05-09,,,30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF M DENIM TABLE; 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
REG PPT: Denim Starting at $89, Shorts Starting at $64, Active Starting at $59 and Tees $29 Tanks $34, EXTRA 50% OFF MD (48 HR $19.99 TEE FLASH) (FREE SHIP $99+)",30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"REG PPT: DENIM STARTING AT $79, SHORTS STARTING AT $59, ACTIVE STARTING AT $49, TEES & TANKS STARTING AT $29, EXTRA 50% OFF MD (48 HR $14.99 TEE FLASH) (FREE SHIP $99+)"
2025-05-10,,,30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF M DENIM TABLE; 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
REG PPT: Denim Starting at $89, Shorts Starting at $64, Active Starting at $59 and Tees $29 Tanks $34, EXTRA 50% OFF MD (48 HR $19.99 TEE FLASH) (FREE SHIP $99+)",30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"REG PPT: DENIM STARTING AT $79, SHORTS STARTING AT $59, ACTIVE STARTING AT $49, TEES & TANKS STARTING AT $29, EXTRA 50% OFF MD"
2025-05-11,,,30% OFF REG; 40% OFF DENIM & TEES/TANKS; 40% OFF BELTS; 50% OFF M DENIM TABLE; $29 M HENLEY; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
REG PPT: Denim Starting at $89, Shorts Starting at $64, Active Starting at $59 and Tees $29 Tanks $34, EXTRA 50% OFF MD ",30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"REG PPT: DENIM STARTING AT $79, SHORTS STARTING AT $59, ACTIVE STARTING AT $49, TEES & TANKS STARTING AT $29, EXTRA 50% OFF MD"
2025-05-12,,,30% OFF REG; 40% OFF DENIM & TEES/TANKS; 40% OFF BELTS; 50% OFF M DENIM TABLE; $29 M HENLEY; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
REG PPT: Denim Starting at $89, Shorts Starting at $64, Active Starting at $59 and Tees $29 Tanks $34, EXTRA 50% OFF MD ",30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"REG PPT: DENIM STARTING AT $79, SHORTS STARTING AT $59, ACTIVE STARTING AT $49, TEES & TANKS STARTING AT $29, EXTRA 50% OFF MD"
2025-05-13,,,30% OFF REG; 40% OFF DENIM & TEES/TANKS; 40% OFF BELTS; 50% OFF M DENIM TABLE; $29 M HENLEY; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
REG PPT: Denim Starting at $89, Shorts Starting at $64, Active Starting at $59 and Tees $29 Tanks $34, EXTRA 50% OFF MD ",30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"REG PPT: DENIM STARTING AT $79, SHORTS STARTING AT $59, ACTIVE STARTING AT $49, TEES & TANKS STARTING AT $29, EXTRA 50% OFF MD (BUY 2 JEANS GET 20% OFF)"
2025-05-14,,,40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
REG PPT: Denim Starting at $89, Shorts Starting at $64, Active Starting at $59 and Tees $29 Tanks $34, EXTRA 50% OFF MD ",30% OFF REG; 40% OFF SHORTS & TEES/TANKS; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"REG PPT: DENIM STARTING AT $79, SHORTS STARTING AT $59, ACTIVE STARTING AT $49, TEES & TANKS STARTING AT $29, EXTRA 50% OFF MD (BUY 2 JEANS GET 20% OFF)"
2025-05-15,,"*NEW KEY ITEM SIGNAGE $39 M POLO, $29 W TOP",40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
40% OFF ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD (BAGGY REMIX LAUNCH)",40% OFF REG; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"40% OFF ALMOST ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD (BAGGY REMIX LAUNCH)"
2025-05-16,,,40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
40% OFF ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD",40% OFF REG; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"40% OFF ALMOST ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD"
2025-05-17,,,40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
40% OFF ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD",40% OFF REG; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"40% OFF ALMOST ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD"
2025-05-18,,,40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
40% OFF ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD",40% OFF REG; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"40% OFF ALMOST ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD"
2025-05-19,,,40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
40% OFF ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD",40% OFF REG; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"40% OFF ALMOST ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD"
2025-05-20,,,40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
40% OFF ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD",40% OFF REG; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"40% OFF ALMOST ALL REG (SELECT 30% OFF), EXTRA 50-60% OFF MD
APP EARLY ACCESS: 20% OFF $150+"
2025-05-21,"*SEG: MEMORIAL DAY PROMO ADDITIONAL 40% OFF ENTIRE STORE
*LOWER: UP TO 60% OFF CLEARANCE",,MEMORIAL DAY: 40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% & 60% OFF , $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)",MEMORIAL DAY: 40% OFF ALL REG; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% OFF (ALL SHORTS 50% OFF), $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)"
2025-05-22,,,MEMORIAL DAY: 40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% & 60% OFF , $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)",MEMORIAL DAY: 40% OFF ALL REG; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% OFF (ALL SHORTS 50% OFF), $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)"
2025-05-23,,,MEMORIAL DAY: 40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% & 60% OFF , $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)",MEMORIAL DAY: 40% OFF ALL REG; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% OFF (ALL SHORTS 50% OFF), $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)"
2025-05-24,,,MEMORIAL DAY: 40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% & 60% OFF , $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)",MEMORIAL DAY: 40% OFF ALL REG; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% OFF (ALL SHORTS 50% OFF), $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)"
2025-05-25,,,MEMORIAL DAY: 40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% & 60% OFF , $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)",MEMORIAL DAY: 40% OFF ALL REG; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% OFF (ALL SHORTS 50% OFF), $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)"
2025-05-26,,,MEMORIAL DAY: 40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% & 60% OFF , $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)",MEMORIAL DAY: 40% OFF ALL REG; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% OFF (ALL SHORTS 50% OFF), $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)"
2025-05-27,,,MEMORIAL DAY: 40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% & 60% OFF , $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)",MEMORIAL DAY: 40% OFF ALL REG; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% OFF (ALL SHORTS 50% OFF), $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)"
2025-05-28,,,MEMORIAL DAY: 40% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; 60% OFF CLEARANCE ACTIVE (SELECT STORES); $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% & 60% OFF , $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)",MEMORIAL DAY: 40% OFF ALL REG; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF SELECT MEN'S DENIM; $59 SELECT M ACTIVE; 50% OFF CLEARANCE (SELECT 60%),"MEMORIAL DAY: 40-50% OFF ALMOST ALL REG, SELECT 30% OFF (ALL SHORTS 50% OFF), $39 M POLO; $29 W BABY TEE, EXTRA 50-60% OFF MD (SITEWIDE: 20% OFF $150)"
2025-05-29,,,30% OFF REG; $39 M BIG T POLO & $29 W RIB TOP; 50% OFF M DENIM TABLE; $29 M HENLEY; $49 SELECT DENIM (CANADA ONLY); 50% OFF CLEARANCE (SELECT 60%),"MSRP TESTING: $10 / $5
30-50% OFF REG, EXTRA 50-60% OFF MD ",30% OFF REG; 40% OFF WOMEN'S SHORTS; 50% OFF MEN'S SHORTS; $39 M BIG T POLO & W BABY TEE; 50% OFF CLEARANCE (SELECT 60%),"30-50% OFF REG, SHORTS 40%-50% OFF, EXTRA 50% OFF MD (TRUE BOOTY LAUNCH)"
