channel,sty_id,color_id,inventory_class,season_code,retail_delivery,original_price,first_receipt_date,last_receipt_date,first_sale_date,net_sales_units_ltd,net_sales_cost_ltd,net_sales_retail_ltd
003:Outlet,103148,1001,OP,19H2,DEC: DECEMBER,79,11/22/2019,12/18/2019,2019-12-05,1571,18421.78279,40566.15144
003:Outlet,103159,1001,FP,19H1,NOV: NOVEMBER,189,10/8/2019,11/4/2019,2019-10-26,61,2412.838239,3153.352372
003:Outlet,103165,4100,FP,19H1,NOV: NOVEMBER,169,10/28/2019,12/26/2019,2019-11-12,556,22539.976,27242.07133
003:Outlet,103166,6000,FP,19H1,NOV: NOVEMBER,69,10/11/2019,11/4/2019,2019-11-30,33,712.4801858,1037.080586
003:Outlet,103169,1001,FP,19H1,NOV: NOVEMBER,69,9/30/2019,10/14/2019,2019-10-19,544,6260.757787,16315.83112
003:Outlet,103170,1001,FP,19H1,NOV: NOVEMBER,99,10/7/2019,11/4/2019,2019-11-02,52,1539.746395,2029.694418
003:Outlet,103200,1096,FP,19H3,JAN: JANUARY,169,12/18/2019,1/22/2020,2020-01-11,362,18802.16497,17673.60951
003:Outlet,103230,1001,BR,19H1,NOV: NOVEMBER,199,10/4/2019,12/26/2019,2019-10-19,576,30818.16819,58278.02842
003:Outlet,103231,6041,BR,19H1,NOV: NOVEMBER,179,10/4/2019,10/28/2019,2019-10-25,180,10178.80009,14769.79424
003:Outlet,103245,1072,BR,19H2,DEC: DECEMBER,179,11/1/2019,11/19/2019,2019-11-14,103,5911.725691,7028.8768
003:Outlet,103268,GETD,BR,19M1,MAY: MAY,139,4/22/2019,4/22/2019,2019-05-03,240,8744.108075,13839.25229
003:Outlet,103272,GGBD,OP,19M1,MAY: MAY,139,6/20/2019,6/25/2019,2019-06-28,2846,85226.8037,188540.6083
003:Outlet,103279,GGOM,OP,19F1,AUG: AUGUST,179,7/10/2019,10/2/2019,2019-07-21,3004,69151.78128,193220.1058
003:Outlet,103280,GGJD,OP,19F1,AUG: AUGUST,149,8/21/2019,10/21/2024,2019-08-26,6101,120447.5105,478313.7538
003:Outlet,103281,GGJD,OP,19F1,AUG: AUGUST,199,8/13/2019,2/4/2025,2019-08-21,5972,148414.516,525190.3483
003:Outlet,103282,GGJD,OP,19F1,AUG: AUGUST,149,7/9/2019,1/16/2025,2019-07-26,11697,227903.4407,915436.1634
003:Outlet,103283,GGLM,OP,19F2,SEP: SEPTEMBER,139,8/7/2019,11/14/2019,2019-08-14,3808,103998.9803,234432.4576
003:Outlet,103285,GGKM,OP,19F3,OCT: OCTOBER,139,9/3/2019,9/5/2019,2019-09-11,2094,58454.95087,129559.5492
003:Outlet,103286,GGTD,BR,19F1,AUG: AUGUST,119,7/6/2019,7/31/2019,2019-07-19,251,7654.492515,14030.2364
003:Outlet,103287,GGTD,BR,19F1,AUG: AUGUST,119,7/6/2019,7/12/2019,2019-07-24,232,6674.426873,11455.92749
003:Outlet,103289,GGVM,BR,19F2,SEP: SEPTEMBER,139,8/3/2019,11/19/2019,2019-08-23,436,14904.83749,34847.49277
003:Outlet,103290,GGSM,BR,19F3,OCT: OCTOBER,119,9/3/2019,10/7/2019,2019-09-29,479,13862.42779,29498.38834
003:Outlet,103308,6000,OP,19FA,AUG: AUGUST,59,6/26/2019,5/30/2024,2020-12-19,0,-1.36,-133.4
003:Outlet,103312,GOJD,OP,19H1,NOV: NOVEMBER,179,11/8/2019,11/9/2019,2019-11-16,1921,52070.30445,118186.038
003:Outlet,103331,GOLM,OP,19H3,JAN: JANUARY,179,12/9/2019,1/22/2020,2020-01-07,1214,25847.07864,81596.03879
003:Outlet,103334,GOML,OP,19H2,DEC: DECEMBER,139,10/30/2019,12/5/2019,2019-12-12,1532,41290.21122,96092.95611
003:Outlet,103344,BZ,FP,19H1,NOV: NOVEMBER,229,10/8/2019,10/29/2019,2019-11-19,88,4131.690262,6472.549618
003:Outlet,103347,BZ,FP,19H1,NOV: NOVEMBER,99,10/3/2019,10/7/2019,2019-10-12,262,5588.201856,10285.01712
003:Outlet,103351,GPCB,FP,19H1,NOV: NOVEMBER,299,10/2/2019,10/11/2019,2019-10-24,77,3638.634246,9739.22187
003:Outlet,103359,GPFM,FP,19H2,DEC: DECEMBER,179,12/4/2019,12/18/2019,2019-12-14,68,2594.698624,5804.894984
003:Outlet,103368,GPIL,FP,19H3,JAN: JANUARY,199,12/4/2019,12/18/2019,2020-01-25,30,1237.823473,2468.394746
003:Outlet,103377,GOUD,BR,19H1,NOV: NOVEMBER,139,10/9/2019,10/29/2019,2019-11-05,455,12846.67311,17891.03573
003:Outlet,103379,GOPB,BR,19H1,NOV: NOVEMBER,139,10/2/2019,10/23/2019,2019-10-18,694,14809.77184,40754.28776
003:Outlet,103382,GOYD,BR,19H1,NOV: NOVEMBER,219,10/21/2019,5/10/2021,2019-11-06,319,11844.60553,29472.67256
003:Outlet,103384,GPJB,BR,19H2,DEC: DECEMBER,139,10/18/2019,1/22/2020,2019-11-23,402,15152.7309,23200.41933
003:Outlet,103387,GOQD,BR,19H2,DEC: DECEMBER,139,11/14/2019,12/3/2019,2019-11-28,413,12041.34998,24942.70774
003:Outlet,103394,GOWL,BR,19H3,JAN: JANUARY,139,12/26/2019,2/5/2020,2020-01-09,114,3524.822057,8516.2734
003:Outlet,103395,GOYD,BR,19H3,JAN: JANUARY,179,12/19/2019,12/19/2019,2020-01-12,115,4932.398036,8468.290544
003:Outlet,103399,GOWL,BR,19H3,JAN: JANUARY,219,12/31/2019,5/24/2021,2020-01-18,188,6240.517478,15517.05711
003:Outlet,103402,GOYD,BR,19H3,JAN: JANUARY,119,12/10/2019,1/7/2020,2019-12-28,325,9303.845666,20494.30894
003:Outlet,103403,GOYD,BR,19H1,NOV: NOVEMBER,139,10/21/2019,11/5/2019,2019-11-07,645,17467.43161,36830.20768
003:Outlet,103405,4100,OP,19H1,NOV: NOVEMBER,279,10/9/2019,11/4/2019,2019-10-22,2823,123576.1604,148636.7764
003:Outlet,103418,GGID,OP,19F3,OCT: OCTOBER,139,9/3/2019,9/9/2019,2019-09-18,2044,59891.0949,137954.6417
003:Outlet,103431,1001,OP,19SM,MAY: MAY,59,6/7/2019,9/25/2019,2019-06-19,343,4161.073971,9065.774456
003:Outlet,103468,1001,FP,19F2,SEP: SEPTEMBER,299,10/9/2019,11/4/2019,2019-10-26,73,299.2171002,4173.42397
003:Outlet,103471,1260,BR,19F3,OCT: OCTOBER,199,9/3/2019,9/3/2019,2019-10-05,127,5498.210984,6919.570894
003:Outlet,103484,GGSM,FP,19F3,OCT: OCTOBER,169,8/26/2019,8/26/2019,2020-08-15,10,356,814.63
003:Outlet,103506,1001,OP,19FA,AUG: AUGUST,49,8/2/2019,8/21/2019,2019-08-14,1411,14151.83322,34277.29686
003:Outlet,103520,GHRL,FP,19F1,9999: N/A,179,8/7/2019,1/27/2020,2019-09-01,269,9635.158483,5873.916715
003:Outlet,103549,1075,OP,19F1,AUG: AUGUST,39,7/11/2019,12/26/2019,2019-07-25,3534,38545.89247,84755.34692
003:Outlet,103573,GSJM,OP,20S1,FEB: FEBRUARY,199,2/5/2020,7/2/2021,2020-02-10,2356,53665.34161,211402.7669
003:Outlet,103575,GSJM,OP,20S1,FEB: FEBRUARY,139,2/19/2020,3/23/2020,2020-02-25,1873,37515.69172,139681.3828
003:Outlet,103584,GSHL,OP,20S1,FEB: FEBRUARY,159,2/12/2020,2/19/2020,2020-02-20,2254,79383.66579,205579.7564
003:Outlet,103708,GOXL,BR,19H1,NOV: NOVEMBER,119,10/21/2019,11/5/2019,2019-11-08,439,11054.79939,26088.80899
003:Outlet,103714,6000,BR,19F1,AUG: AUGUST,79,8/31/2019,10/7/2019,2019-09-19,103,1821.187003,4173.84019
003:Outlet,103722,HAGM,OP,19H1,NOV: NOVEMBER,249,10/8/2019,10/21/2019,2019-10-26,1904,48144.45518,133389.4487
003:Outlet,103727,GOML,OP,19H2,DEC: DECEMBER,329,11/15/2019,11/20/2019,2019-11-26,1233,44133.12906,113998.4587
003:Outlet,103736,6000,FP,19SM,MAY: MAY,129,9/19/2019,10/18/2019,2019-10-19,424,8210.735065,14687.13889
003:Outlet,103737,1001,FP,19SM,MAY: MAY,69,9/3/2019,9/25/2019,2019-09-20,280,4537.580774,6446.529456
003:Outlet,103739,GGFB,OP,19F3,OCT: OCTOBER,139,8/9/2019,8/29/2019,2019-08-29,2314,56299.90175,139464.6104
003:Outlet,103780,2602,FP,20S2,FEB: FEBRUARY,139,2/25/2020,2/26/2020,2020-03-14,49,1765.194182,2696.55752
003:Outlet,103792,1700,FP,20S1,FEB: FEBRUARY,139,1/24/2020,1/24/2020,2020-03-07,53,1502.655595,3162.90668
003:Outlet,103829,3301,OP,20S1,FEB: FEBRUARY,119,1/6/2020,1/22/2020,2020-02-11,666,12564.59421,35939.37094
003:Outlet,103854,9602,OP,20S1,FEB: FEBRUARY,119,1/3/2020,1/22/2020,2020-02-04,889,20426.12901,48511.78637
003:Outlet,103977,HBPL,OP,20M3,JUL: JULY,239,7/30/2020,11/4/2022,2020-08-18,6319,191116.5843,753593.4231
003:Outlet,103984,HBRM,OP,20M1,MAY: MAY,159,7/30/2020,8/7/2020,2020-08-17,676,20332.96284,44408.67695
003:Outlet,104001,HCHL,OP,20M3,JUL: JULY,199,7/30/2020,2/25/2022,2020-08-21,3304,93491.80819,319704.2029
003:Outlet,104021,HLIL,OP,20M3,JUL: JULY,199,7/30/2020,12/22/2021,2020-08-20,4742,115389.2159,444660.1343
003:Outlet,104133,7027,FP,20M2,JUN: JUNE,189,7/31/2020,7/31/2020,2020-12-27,0,0,464.99
003:Outlet,104164,1001,FP,20S1,FEB: FEBRUARY,49,1/6/2020,9/18/2020,2020-02-03,99,923.5623357,2277.821822
003:Outlet,104166,1001,FP,20S1,FEB: FEBRUARY,49,1/6/2020,1/27/2020,2020-03-01,97,1025.98481,1563.637236
003:Outlet,104168,2602,FP,20S2,MAR: MARCH,49,2/25/2020,2/25/2020,2020-03-14,94,1078.662332,2400.54188
003:Outlet,104172,2SB,OP,20S2,MAR: MARCH,99,2/26/2020,3/23/2020,2020-03-03,3086,59718.81119,185350.2234
003:Outlet,104173,1700,OP,20S3,APR: APRIL,119,3/19/2020,7/7/2020,2020-06-16,3001,72764.29219,204049.3237
003:Outlet,104180,2SB,OP,20S1,FEB: FEBRUARY,149,1/16/2020,4/27/2021,2020-01-22,3598,76092.18246,302660.645
003:Outlet,104201,1001,OP,19H1,NOV: NOVEMBER,79,10/14/2019,10/15/2019,2019-10-27,1814,18527.41892,29351.62412
003:Outlet,104203,1001,OP,19H1,NOV: NOVEMBER,79,10/21/2019,10/22/2019,2019-10-31,2126,22928.77333,44229.87895
003:Outlet,104250,GRHM,OP,19FA,AUG: AUGUST,179,11/7/2019,11/15/2019,2019-11-26,3342,64256.60219,193879.398
003:Outlet,104251,GRHM,OP,19FA,AUG: AUGUST,179,11/7/2019,11/23/2019,2019-11-26,3079,59299.28398,184649.924
003:Outlet,104477,1001,FP,20F3,OCT: OCTOBER,119,7/20/2021,8/30/2024,2021-08-15,2976,44485.39604,167425.4859
003:Outlet,104515,5109,OP,20M1,MAY: MAY,79,4/3/2020,4/3/2020,2020-06-13,1769,27805.11283,81225.002
003:Outlet,104538,1001,OP,19H1,NOV: NOVEMBER,49,11/4/2019,11/14/2019,2019-11-29,326,2401.321441,7500.376168
003:Outlet,104567,4000,OP,20SP,MAY: MAY,99,6/18/2020,7/13/2021,2020-07-02,1109,16800.11698,46224.03227
003:Outlet,104598,1001,OP,20S2,MAR: MARCH,69,7/31/2020,8/3/2020,2020-08-10,763,12065.90682,21467.40475
003:Outlet,104635,1800,OP,20S2,MAR: MARCH,149,3/11/2020,3/11/2020,2020-06-06,1668,42761.71178,140699.6953
003:Outlet,104662,HMDD,OP,20M1,MAY: MAY,159,8/11/2020,8/26/2020,2020-08-24,1502,29292.6465,104218.2419
003:Outlet,104663,HMCM,OP,SUM,MAY: MAY,159,8/12/2020,8/26/2020,2020-08-18,1724,33655.59594,125912.557
003:Outlet,104664,2S,OP,SUM,MAY: MAY,159,4/16/2020,4/16/2020,2020-06-20,1179,21865.15749,95841.28172
003:Outlet,104665,HMDD,OP,20S1,MAY: MAY,159,8/11/2020,8/16/2020,2020-08-24,1555,30259.75855,102780.2651
003:Outlet,104686B5,6000,OP,20SM,MAY: MAY,79,1/1/1900,1/1/1900,,,,
003:Outlet,104745,1001,OP,20FA,AUG: AUGUST,139,9/22/2020,2/22/2021,2020-10-10,423,5573.932256,26362.1893
003:Outlet,104753,1001,OP,20FA,AUG: AUGUST,119,10/8/2020,3/19/2021,2020-10-14,1859,24304.91167,112486.8288
003:Outlet,104758,1001,OP,20FA,AUG: AUGUST,59,10/8/2020,11/26/2020,2020-10-13,2932,15313.83488,85501.02198
003:Outlet,104763,1001,OP,20FA,AUG: AUGUST,69,10/14/2020,10/14/2020,2020-10-21,2464,22167.77824,71583.53656
003:Outlet,104772,1001,OP,20FA,AUG: AUGUST,69,9/22/2020,9/22/2020,2020-10-02,1467,11296.74253,51610.92295
003:Outlet,104776,6000,OP,20FA,AUG: AUGUST,99,8/28/2020,2/1/2021,2020-09-04,1336,14815.96217,72523.72482
003:Outlet,104792,2504,FP,20H2,DEC: DECEMBER,199,11/14/2020,11/30/2020,2020-11-21,1694,36902.99346,158272.0819
003:Outlet,104798,4100,FP,20H1,FEB: FEBRUARY,119,12/22/2020,1/25/2021,2020-12-30,1521,25302.9161,82789.62466
003:Outlet,104815,2105,FP,20H2,DEC: DECEMBER,119,12/9/2020,12/29/2020,2020-12-11,1649,19219.1423,95204.0517
003:Outlet,104815,6482,FP,20H2,DEC: DECEMBER,119,12/9/2020,12/29/2020,2020-12-13,1525,17786.04113,91104.98412
003:Outlet,104821,2410,OP,20SM,MAY: MAY,159,6/12/2020,4/22/2021,2020-06-24,4473,45681.4833,203788.4359
003:Outlet,104821,9602,OP,20SM,MAY: MAY,159,6/15/2020,4/22/2021,2020-06-24,3583,36553.09302,168296.4489
003:Outlet,104823,BZA,FP,20H2,DEC: DECEMBER,219,11/18/2020,1/25/2021,2020-12-04,3649,84369.64555,459544.8558
003:Outlet,104829,HNUD,FP,20H2,DEC: DECEMBER,199,12/9/2020,12/12/2020,2020-12-17,1794,35745.83047,149023.2373
003:Outlet,104862,HOAM,FP,20H1,NOV: NOVEMBER,159,1/9/2021,1/12/2021,2021-02-11,-11,-130.9,-283.39
003:Outlet,104869,HQT,FP,20H3,JAN: JANUARY,199,11/26/2020,2/17/2021,2020-12-15,1368,23600.53485,142525.5122
003:Outlet,104882,1234,FP,20F2,SEP: SEPTEMBER,119,1/8/2021,1/25/2021,2021-01-14,1952,32981.08569,109636.3047
003:Outlet,104887,1001,FP,20H2,DEC: DECEMBER,59,10/14/2020,2/20/2021,2020-11-27,2875,15624.99086,89807.02565
003:Outlet,104887,2504,FP,20H2,DEC: DECEMBER,59,11/24/2020,12/29/2020,2020-11-27,2346,12576.83073,71920.10516
003:Outlet,104887,6003,FP,20H2,DEC: DECEMBER,59,11/24/2020,1/25/2021,2020-11-28,3103,15872.61631,94599.43918
003:Outlet,104902,4646,OP,20F1,AUG: AUGUST,199,9/16/2020,9/22/2020,2020-09-18,2247,33967.78708,223031.7525
003:Outlet,104906,HOQM,FP,20F2,SEP: SEPTEMBER,159,11/20/2020,8/31/2021,2020-12-11,-6,-70.8,-373.575208
003:Outlet,104914,9602,OP,20F3,OCT: OCTOBER,199,11/5/2020,11/26/2020,2020-11-11,1218,27475.74028,107096.3315
003:Outlet,104925,HGPD,OP,20F1,AUG: AUGUST,159,11/21/2020,9/1/2021,2020-12-19,-2,-23.9,442.4
003:Outlet,104927,9602,OP,20FA,AUG: AUGUST,159,10/13/2020,11/26/2020,2020-10-29,627,11320.89485,42710.51981
003:Outlet,104931,1001,OP,20H1,NOV: NOVEMBER,119,11/20/2020,11/2/2024,2020-12-06,40684,491133.4081,2768271.371
003:Outlet,104931,1501,OP,20H1,NOV: NOVEMBER,119,6/18/2021,10/5/2024,2021-07-22,35277,432899.049,2392229.291
003:Outlet,104931,4000,OP,20H1,NOV: NOVEMBER,119,11/20/2020,6/24/2021,2020-12-05,300,3800.273783,21343.6379
003:Outlet,104931,6003,OP,20H1,NOV: NOVEMBER,119,11/20/2020,9/30/2024,2020-12-08,11,141.5773783,1329.8079
003:Outlet,104932,1001,OP,20H1,NOV: NOVEMBER,119,12/3/2020,9/27/2024,2021-05-27,8918,91123.80262,586749.9386
003:Outlet,104932,1501,OP,20H1,NOV: NOVEMBER,119,6/23/2021,10/4/2024,2021-07-22,9665,100334.9961,635364.2769
003:Outlet,104932,4000,OP,20H1,NOV: NOVEMBER,119,12/3/2020,7/2/2021,2020-12-19,115,1252.536897,8060.26567
003:Outlet,104947,4000,FP,21S1,FEB: FEBRUARY,99,2/9/2021,2/11/2021,2021-02-17,913,11106.14982,45619.3668
003:Outlet,104958,3000,FP,21S1,FEB: FEBRUARY,89,7/26/2021,7/26/2021,2021-07-29,640,8185.977358,29576.82847
003:Outlet,104961,3444,FP,21S2,MAR: MARCH,119,2/15/2021,2/15/2021,2021-02-25,1584,25928.87624,82675.4052
003:Outlet,104963,1023,FP,21S2,MAR: MARCH,119,2/23/2021,2/23/2021,2021-02-27,511,5426.82,30762.56
003:Outlet,104965,4000,FP,21F1,AUG: AUGUST,69,2/16/2021,2/23/2021,2021-02-26,1054,8327.666607,35601.3147
003:Outlet,104965,6012,FP,21F1,AUG: AUGUST,69,9/23/2021,9/23/2021,2021-10-14,788,6813.29093,24263.02177
003:Outlet,104969,4000,FP,21S1,FEB: FEBRUARY,59,1/13/2021,1/19/2021,2021-01-28,856,5586.606617,17947.98678
003:Outlet,104977,2105,OP,20H2,DEC: DECEMBER,119,2/3/2021,2/23/2021,2021-02-17,-4,-69.6,-421.11
003:Outlet,104998,1700,OP,20H1,NOV: NOVEMBER,59,11/10/2020,1/25/2021,2020-12-23,0,0,37.46
003:Outlet,105026,HPZM,FP,21S2,MAR: MARCH,159,1/14/2021,3/18/2021,2021-03-19,1295,15966.1985,111057.7789
003:Outlet,105037,HQDL,FP,21S3,APR: APRIL,199,3/23/2021,3/23/2021,2021-03-30,1554,28819.41817,174511.7026
003:Outlet,105046,3539,FP,21M1,MAY: MAY,59,3/4/2021,3/4/2021,2021-03-12,1731,13392.52151,42438.32196
003:Outlet,105078,1005,FP,21F3,OCT: OCTOBER,59,8/21/2021,9/13/2023,2021-08-26,2250,12814.90205,78228.9517
003:Outlet,105078,1501,FP,20H3,JAN: JANUARY,59,8/20/2021,8/20/2021,2021-08-29,1669,9532.72644,53088.86964
003:Outlet,105083,2302,FP,20H3,JAN: JANUARY,119,12/28/2020,2/22/2021,2020-12-30,1065,12513.75,67683.92
003:Outlet,105104,3539,FP,21M1,MAY: MAY,159,5/5/2021,5/24/2021,2021-06-12,744,15512.91477,53838.83538
003:Outlet,105115,2702,FP,SUM,FEB: FEBRUARY,59,4/26/2021,4/26/2021,2021-05-13,1492,9251.546439,41436.74826
003:Outlet,105126,1001,FP,23S1,JAN: JANUARY,59,5/12/2021,8/10/2022,2021-06-18,3067,17349.02037,116988.3399
003:Outlet,105133,4246,FP,21SM,MAY: MAY,119,5/27/2021,5/27/2021,2021-06-19,471,6550.397613,22238.27894
003:Outlet,105138,HRPM,FP,21M1,MAY: MAY,199,5/8/2021,5/8/2021,2021-05-16,1092,20194.69427,89982.56016
003:Outlet,105139,HRNR,FP,21M1,MAY: MAY,179,4/15/2021,8/10/2021,2021-04-25,1035,14735.56829,88279.77947
003:Outlet,105151,6000,FP,21M1,MAY: MAY,119,4/17/2021,4/20/2021,2021-04-23,2062,22753.23179,133373.9518
003:Outlet,105157,HRRL,FP,21M1,MAY: MAY,219,4/29/2021,4/29/2021,2021-05-06,806,24992.65004,89471.34122
003:Outlet,105179,1001,FP,21S3,APR: APRIL,79,3/5/2021,3/8/2021,2021-03-19,1700,23255.19698,63058.15481
003:Outlet,105186,6000,OP,21H1,NOV: NOVEMBER,59,10/22/2021,8/21/2023,2021-12-06,4,20.6,230.87
003:Outlet,105188,HOGL,OP,21S1,FEB: FEBRUARY,159,3/17/2021,9/18/2024,2021-07-22,-4,-52.9,273.22
003:Outlet,105229,3000,FP,21S2,MAR: MARCH,59,2/2/2021,2/2/2021,2021-02-19,1157,8196.458776,30419.19733
003:Outlet,105232,HSQR,FP,21F1,AUG: AUGUST,199,6/9/2021,6/23/2021,2021-07-14,2435,42090.8472,205094.9539
003:Outlet,105233,2SB,FP,21F1,AUG: AUGUST,199,8/19/2021,8/31/2021,2021-09-04,794,12529.29336,86500.07541
003:Outlet,105237,HSOR,FP,21F2,SEP: SEPTEMBER,179,6/10/2021,6/11/2021,2021-08-20,1650,25188.64782,135530.4751
003:Outlet,105238,HTFM,FP,21F1,AUG: AUGUST,229,11/2/2021,11/24/2021,2021-11-09,3413,88282.47493,459433.7466
003:Outlet,105250,HSUR,FP,21F1,AUG: AUGUST,199,6/15/2021,6/17/2021,2021-07-16,1091,17746.18942,93235.86085
003:Outlet,105257,HSYG,FP,21F2,SEP: SEPTEMBER,239,8/25/2021,8/4/2023,2021-09-01,5255,130875.0832,700632.3556
003:Outlet,105260,HTHM,FP,21F2,SEP: SEPTEMBER,159,9/24/2021,9/24/2021,2021-10-04,848,13683.05584,58984.52799
003:Outlet,105261,HTDM,FP,21F3,OCT: OCTOBER,159,9/17/2021,9/18/2021,2021-10-07,2581,35660.63323,174912.1973
003:Outlet,105286,1001,FP,21F1,AUG: AUGUST,119,6/28/2021,9/1/2021,2021-07-24,1591,19812.42875,84842.01513
003:Outlet,105290,3539,FP,21F3,OCT: OCTOBER,69,8/18/2021,8/18/2021,2021-08-27,1152,7406.657576,42285.15835
003:Outlet,105292,1001,FP,21F1,AUG: AUGUST,59,6/28/2021,8/21/2023,2021-07-20,1727,9272.641269,61501.12192
003:Outlet,105298,3921,OP,21F2,SEP: SEPTEMBER,79,8/7/2021,8/7/2021,2021-09-01,663,6088.387859,23200.25551
003:Outlet,105301,1001,FP,21F2,SEP: SEPTEMBER,119,7/27/2021,8/18/2023,2021-08-20,1688,21130.94125,91964.87885
003:Outlet,105301,7003,FP,21F2,SEP: SEPTEMBER,119,7/28/2021,7/28/2021,2021-08-21,1838,22939.73041,106504.2944
003:Outlet,105302,7003,FP,21F1,AUG: AUGUST,119,7/28/2021,7/28/2021,2021-08-21,1281,16010.31086,70158.28248
003:Outlet,105307,2000,FP,21F3,OCT: OCTOBER,69,8/16/2021,8/17/2021,2021-08-25,1979,13022.42022,61667.2377
003:Outlet,105307,4733,FP,21F3,OCT: OCTOBER,69,8/16/2021,8/17/2021,2021-08-25,2015,13335.88033,63884.66736
003:Outlet,105309,1001,FP,21F3,OCT: OCTOBER,59,8/20/2021,1/3/2022,2021-08-29,853,4815.703323,21464.18878
003:Outlet,105310,2201,FP,21F3,OCT: OCTOBER,59,8/6/2021,8/20/2021,2021-08-28,2266,12937.58917,60875.47014
003:Outlet,105312,1001,FP,21F3,OCT: OCTOBER,99,8/6/2021,8/17/2021,2021-09-18,1195,14234.14085,64744.66663
003:Outlet,105313,2201,FP,21F3,OCT: OCTOBER,69,8/6/2021,8/17/2021,2021-09-17,1106,10124.476,39837.96416
003:Outlet,105321,1001,FP,21F3,OCT: OCTOBER,199,8/10/2021,4/7/2023,2021-09-26,3190,59962.68623,196712.1968
003:Outlet,105321,3921,FP,21F3,OCT: OCTOBER,199,9/8/2021,9/8/2021,2021-11-21,1608,30257.35307,100180.3491
003:Outlet,105323,6497,OP,21F1,AUG: AUGUST,69,7/14/2021,7/14/2021,2022-01-31,2,14.7407543,119.1142
003:Outlet,105326,1001,OP,21F3,OCT: OCTOBER,59,6/28/2021,8/21/2023,2021-07-09,2102,11452.79152,63295.626
003:Outlet,105330,1800,FP,21S1,FEB: FEBRUARY,59,1/8/2021,3/21/2023,2021-02-07,2647,15775.56276,91814.28029
003:Outlet,105353,1001,OP,20H3,JAN: JANUARY,199,3/25/2021,8/12/2024,2021-07-03,-4,-72.06,-316.6
003:Outlet,105388,6000,FP,20H2,DEC: DECEMBER,59,3/25/2021,4/9/2021,2021-03-31,1970,10245.38294,71598.24048
003:Outlet,105389,HRGM,FP,21M2,JUN: JUNE,159,4/23/2021,5/17/2021,2021-05-14,925,12544.11201,64430.06616
003:Outlet,105402,HROL,FP,21M3,JUL: JULY,239,5/4/2021,9/8/2022,2021-06-06,7327,185368.9866,965103.5782
003:Outlet,105404,6000,FP,21F1,AUG: AUGUST,119,7/10/2021,7/13/2021,2021-07-24,1243,15135.22807,61616.79044
003:Outlet,105405,1001,FP,21F1,AUG: AUGUST,129,7/30/2021,8/12/2021,2021-08-20,2288,34620.70484,123368.5015
003:Outlet,105406,1001,FP,21F1,AUG: AUGUST,129,7/30/2021,9/2/2021,2021-08-20,1351,20435.22958,70404.79187
003:Outlet,105407,1001,FP,21F3,OCT: OCTOBER,99,8/16/2021,8/22/2023,2021-09-17,1332,16137.90287,77362.13901
003:Outlet,105407,1501,FP,21F3,OCT: OCTOBER,99,8/16/2021,8/28/2023,2021-09-18,2217,26908.90192,115114.6012
003:Outlet,105416,HTKR,FP,21F1,AUG: AUGUST,159,9/29/2021,9/29/2021,2021-10-13,1334,19646.57267,122698.988
003:Outlet,105444,1800,FP,21F1,AUG: AUGUST,149,11/18/2021,9/16/2022,2021-11-24,4296,57998.83141,365468.088
003:Outlet,105445,HTND,FP,21F1,AUG: AUGUST,159,8/21/2021,9/13/2024,2021-10-27,21,262.3707178,1743.13945
003:Outlet,105446,HTND,FP,21F1,AUG: AUGUST,159,8/14/2021,4/27/2024,2021-09-03,12563,156448.1975,1205781.226
003:Outlet,105448,FOUM,FP,21F1,AUG: AUGUST,159,7/28/2021,4/24/2024,2021-08-31,10566,138547.9209,1014110.658
003:Outlet,105449,HSNL,FP,21F1,AUG: AUGUST,159,8/23/2021,11/7/2023,2021-09-12,-7,-100.3092822,-1130.7012
003:Outlet,105450,HSNL,FP,21F1,AUG: AUGUST,159,8/30/2021,1/30/2024,2021-09-05,12317,157831.832,1184683.684
003:Outlet,105452,FOUM,FP,21F1,AUG: AUGUST,199,8/7/2021,8/11/2022,2021-08-31,9287,166384.3515,1057732.764
003:Outlet,105454,HTND,FP,21F1,AUG: AUGUST,199,8/5/2021,9/29/2023,2021-09-02,13477,243655.4626,1626378.768
003:Outlet,105455,1800,FP,21F1,AUG: AUGUST,149,7/2/2021,6/3/2022,2021-07-15,3110,39152.52562,268344.7576
003:Outlet,105457,HTND,FP,21F1,AUG: AUGUST,159,7/26/2021,8/12/2024,2021-07-29,10207,129016.1468,958414.9249
003:Outlet,105459,FOUM,FP,21F1,AUG: AUGUST,159,7/22/2021,8/12/2024,2021-07-30,8409,109208.9779,795225.4778
003:Outlet,105460,FOUM,FP,21F1,AUG: AUGUST,159,8/21/2021,1/31/2022,2023-03-09,-2,-24,-115.98
003:Outlet,105461,HSNL,FP,21F1,AUG: AUGUST,159,7/24/2021,11/7/2023,2021-07-29,6941,85097.9626,609159.887
003:Outlet,105463,FOUM,FP,21F1,AUG: AUGUST,199,8/9/2021,11/17/2022,2021-09-04,6382,109169.904,709261.3447
003:Outlet,105465,HTND,FP,21F1,AUG: AUGUST,199,8/5/2021,3/15/2024,2021-09-02,9023,155243.7386,1071937.593
003:Outlet,105467,HTND,FP,21F1,AUG: AUGUST,159,8/6/2021,4/18/2024,2021-08-29,8336,108221.0607,804315.0496
003:Outlet,105468,HTND,FP,21F1,AUG: AUGUST,159,8/6/2021,6/6/2022,2022-03-07,-1,-11.97,-197.25
